drg_segment,total_passengers_2022,total_passengers_2015,wifi_service,city_attraction_area,city_category_in_attraction_area_2020,department,region,sum_municipal_population_2021,non_scholarized_15_years_old_or_more_2020,main_residences_2020,housing_2020,jobs_at_workplace_2020,hotels_2024_sum,camping_sites_2024_sum,other_tourist_accommodations_2024_sum,latitude,longitude,passenger_growth_rate,attraction_density,city_size_category,Dubious,total_non_passengers_2022,total_non_passengers_2015,non_passenger_growth_rate,distance_to_paris,population_category,high_population
C,25.0,1094.0,0,005,20,31,76,1490640,1036295,684922,760724,668535,169,26,54,43.6840517,1.4018103,-0.9771480804387569,0.0001670423442279826,Huge,No,0.0,0.0,0.0,580.6978173225673,"(1200000, 1500000]",High
C,6380.0,3614.0,0,003,20,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.4966716,4.9731266,0.7653569452130603,0.00022818865854717417,Huge,Yes,0.0,0.0,0.0,630.6497650548963,"(1800000, 2100000]",High
B,2614566.0,1894635.0,0,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.8074032,2.0404603,0.37998400747373506,0.00021980014358757567,Huge,No,0.0,0.0,0.0,22.425093605138006,"(12900000, 13200000]",High
C,66529.0,54060.0,0,000,30,59,32,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,50.0397236,3.4461174,0.23065112837587864,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,153.2412669646573,"(4200000, 4500000]",High
C,8650.0,18291.0,0,005,20,31,76,1490640,1036295,684922,760724,668535,169,26,54,43.5305367,1.5329207,-0.5270898255972882,0.0001670423442279826,Huge,No,0.0,0.0,0.0,596.5301520056635,"(1200000, 1500000]",High
C,24300.0,30774.0,0,045,20,25,27,283127,197878,131560,148479,116206,51,19,3,47.2097669,6.1013089,-0.2103723922791967,0.00025783482324186674,Large,No,0.0,0.0,0.0,335.2364614612983,"(0, 300000]",Low
C,8259.0,6778.0,0,064,20,18,24,173033,132985,81202,95513,70372,28,10,2,47.1001505,2.2819971,0.2185010327530245,0.00023116977686337287,Medium,Yes,0.0,0.0,0.0,196.46481572255217,"(0, 300000]",Low
C,5077.0,333.0,0,087,20,19,75,133838,103226,63063,77026,52100,49,14,6,45.2488414,1.3986965,14.246246246246246,0.000515548648365935,Medium,Yes,0.0,0.0,0.0,408.4576144973739,"(0, 300000]",Low
C,14061.0,1987.0,0,065,20,28,24,170935,126231,75568,86106,66392,30,2,4,48.3342906,1.2811066,6.076497232008053,0.00021060637084271798,Medium,Yes,0.0,0.0,0.0,97.42083264244624,"(0, 300000]",Low
C,51865.0,40206.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.6743555,-0.3954517,0.2899815947868477,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,510.3042038903864,"(1200000, 1500000]",High
B,6673880.0,5483634.0,1,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.98931,2.07465,0.21705423812019548,0.00021980014358757567,Huge,No,0.0,0.0,0.0,23.304943075437745,"(12900000, 13200000]",High
C,25260.0,19230.0,0,097,20,58,27,113918,88513,55126,68242,41810,32,6,2,47.0189684,3.0873673,0.31357254290171604,0.00035112976000280905,Medium,Yes,0.0,0.0,0.0,212.9903039821939,"(0, 300000]",Low
C,1100.0,548.0,0,404,20,12,76,12991,10274,6314,9196,4889,4,3,3,43.9698002,3.0166261,1.0072992700729928,0.0007697636825494573,Tiny,Yes,0.0,0.0,0.0,547.0136395980703,"(0, 300000]",Low
B,423897.0,399124.0,1,261,11,64,75,29556,22424,13589,21497,9140,12,19,11,43.353132,-1.781724,0.062068429861396456,0.0014210312626877792,Small,No,63341.0,59639.0,0.06207347541038582,690.0314458348097,"(0, 300000]",Low
C,10766.0,17712.0,0,064,20,18,24,173033,132985,81202,95513,70372,28,10,2,46.9921865,2.2525668,-0.39216350496838304,0.00023116977686337287,Medium,No,0.0,0.0,0.0,208.51953174182663,"(0, 300000]",Low
B,471681.0,345491.0,0,001,20,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,49.00687,1.91922,0.3652482987979426,0.00021980014358757567,Huge,No,0.0,0.0,0.0,34.02916820453388,"(12900000, 13200000]",High
C,23951.0,23362.0,0,069,20,62,32,159616,116226,70376,76659,69617,21,4,0,50.3034404,2.8950172,0.025211882544302715,0.00015662590216519647,Medium,No,0.0,0.0,0.0,164.81199764319686,"(0, 300000]",Low
C,8454.0,5496.0,0,076,20,60,32,144501,104871,61721,69157,58590,19,4,0,49.5306261,1.9970829,0.5382096069868996,0.00015916844866125494,Medium,Yes,0.0,0.0,0.0,77.76614357715701,"(0, 300000]",Low
C,707.0,11473.0,0,224,20,12,76,34867,27106,15962,21209,13892,19,33,3,44.066553,2.983784,-0.9383770591824283,0.001577422777984914,Small,No,0.0,0.0,0.0,536.0622375359686,"(0, 300000]",Low
C,8149.0,9548.0,0,020,20,54,44,508793,360647,239386,269448,206872,62,9,8,48.65564,6.22792,-0.14652283200670296,0.00015526943177284277,Large,No,0.0,0.0,0.0,286.40280272912855,"(300000, 600000]",High
B,832033.0,943338.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.74544,2.728824,-0.11799058237874442,0.00021980014358757567,Huge,No,0.0,0.0,0.0,31.94655125873409,"(12900000, 13200000]",High
B,576379.0,423116.0,0,005,20,81,76,1490640,1036295,684922,760724,668535,169,26,54,43.775073,1.680702,0.3622245436239707,0.0001670423442279826,Huge,Yes,144095.0,105779.0,0.36222690704204047,568.3671050076257,"(1200000, 1500000]",High
C,8505.0,18103.0,0,022,11,63,84,508699,366558,239813,277449,212006,104,38,17,45.7680954,3.0909704,-0.530188366569077,0.0003125620455318371,Large,No,0.0,0.0,0.0,349.24180549289537,"(300000, 600000]",High
C,89834.0,28052.0,0,002,20,69,84,2308818,1598413,1010763,1122933,1056227,329,39,45,45.5957662,4.7725754,2.202409810352203,0.0001788794092908146,Huge,Yes,0.0,0.0,0.0,407.62754064052274,"(2100000, 2400000]",High
C,2857.0,1377.0,0,408,20,74,84,13486,10219,6267,20053,7850,59,13,21,46.018805,6.9204119,1.074800290486565,0.00689604033812843,Tiny,Yes,0.0,0.0,0.0,468.1181966651532,"(0, 300000]",Low
C,26235.0,35392.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.5324375,7.6897861,-0.25873078661844484,0.00029133183736747005,Large,No,0.0,0.0,0.0,394.7770617222974,"(600000, 900000]",High
C,38051.0,57751.0,0,026,20,49,52,441234,305634,199448,218134,181000,56,25,8,47.6567082,-0.4608993,-0.3411196342920469,0.0002017070307365253,Large,No,0.0,0.0,0.0,246.72647074885444,"(300000, 600000]",High
C,46107.0,15915.0,0,000,30,73,84,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.8034376,5.8468876,1.8970782280867107,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,431.31975783344103,"(4200000, 4500000]",High
C,5838.0,3891.0,0,015,20,76,28,709065,504460,323682,356637,276548,80,9,5,49.6297244,1.4353726,0.5003855050115652,0.00013256894642945288,Large,Yes,0.0,0.0,0.0,106.99163603276115,"(600000, 900000]",High
C,85299.0,57082.0,0,GEN,20,74,84,444368,316285,190841,229355,112826,98,19,18,46.303259,6.4249208,0.49432395501208787,0.0003038022539876859,Large,Yes,0.0,0.0,0.0,418.7155075452636,"(300000, 600000]",High
C,9725.0,3208.0,0,567,20,56,53,6924,5881,3662,12411,2731,16,14,3,47.5210574,-3.138905,2.0314837905236907,0.004766031195840554,Tiny,Yes,0.0,0.0,0.0,432.2184122871629,"(0, 300000]",Low
C,7077.0,10051.0,0,039,12,76,28,334482,243315,150616,170389,132770,51,7,12,49.5269596,0.1861468,-0.29589095612376876,0.00020927882516846947,Large,No,0.0,0.0,0.0,172.4221223823983,"(300000, 600000]",High
C,4433.0,2502.0,0,000,30,66,76,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,42.539136,1.8248462,0.7717825739408474,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,704.6918572954137,"(4200000, 4500000]",High
C,49245.0,68005.0,0,225,20,63,84,33677,26463,15798,20818,13819,13,7,1,45.8427833,3.4903254,-0.27586206896551724,0.0006235709831635835,Small,No,0.0,0.0,0.0,347.3409367403198,"(0, 300000]",Low
C,33880.0,26267.0,0,028,20,21,27,414799,296478,196357,219324,179356,113,16,9,47.170501,5.1582447,0.2898313473179274,0.0003326912552826791,Large,Yes,0.0,0.0,0.0,282.3073916962338,"(300000, 600000]",High
C,121958.0,92928.0,0,005,20,82,76,1490640,1036295,684922,760724,668535,169,26,54,43.8269619,1.3023292,0.31239238980716255,0.0001670423442279826,Huge,Yes,0.0,0.0,0.0,565.934374261223,"(1200000, 1500000]",High
C,11225.0,18448.0,0,000,30,59,32,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,50.1283138,3.681997,-0.39153295750216827,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,170.77856660489846,"(4200000, 4500000]",High
B,250777.0,210098.0,0,010,20,67,44,864993,617436,386250,431910,380457,204,20,28,48.7554199,7.572355,0.19361916819769823,0.00029133183736747005,Large,Yes,62695.0,52524.0,0.19364480999162287,383.7602241694997,"(600000, 900000]",High
C,15627.0,964.0,0,000,30,44,52,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,47.5498647,-2.072707,15.21058091286307,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,357.75797509701937,"(4200000, 4500000]",High
B,11163637.0,10598539.0,1,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.9329014,2.0413676,0.05331848097176413,0.00021980014358757567,Huge,No,0.0,0.0,0.0,22.576866998212193,"(12900000, 13200000]",High
C,20854.0,24140.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,47.9717527,-1.7495654,-0.13612261806130904,0.00016854223927812063,Large,No,0.0,0.0,0.0,317.2661202005258,"(600000, 900000]",High
C,10248.0,13952.0,0,004,20,59,32,1521660,1042779,655674,714534,628196,122,17,17,50.5414529,2.8366078,-0.26548165137614677,0.0001025196167343559,Huge,No,0.0,0.0,0.0,189.71071333923396,"(1500000, 1800000]",High
C,596.0,597.0,0,236,20,59,32,32065,23756,13694,14771,11352,3,3,0,50.6806568,2.510089,-0.0016750418760469012,0.00018711991267737407,Small,No,0.0,0.0,0.0,202.1052658422171,"(0, 300000]",Low
A,7081622.0,6159680.0,1,028,11,21,27,414799,296478,196357,219324,179356,113,16,9,47.32337,5.027208,0.14967368434723882,0.0003326912552826791,Large,No,2488138.0,2164212.0,0.14967387668121238,263.5518056223651,"(300000, 600000]",High
C,32339.0,22632.0,0,076,20,60,32,144501,104871,61721,69157,58590,19,4,0,49.6545751,1.8305169,0.42890597384234713,0.00015916844866125494,Medium,Yes,0.0,0.0,0.0,94.90543971210451,"(0, 300000]",Low
B,1100339.0,789981.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.637384,-0.96621,0.39286767656437305,0.00027623040916539674,Huge,Yes,122260.0,87776.0,0.39286365293474296,533.1177391781001,"(1200000, 1500000]",High
C,3870.0,3056.0,0,030,20,66,76,422786,318448,197384,281534,136457,96,116,34,42.6787626,2.7930798,0.2663612565445026,0.0005818546498701471,Large,Yes,0.0,0.0,0.0,688.9831573927647,"(300000, 600000]",High
A,21446966.0,18232891.0,1,010,11,67,44,864993,617436,386250,431910,380457,204,20,28,48.584967,7.734584,0.17627895652971326,0.00029133183736747005,Large,Yes,3784759.0,3217570.0,0.17627868235966895,397.339933443725,"(600000, 900000]",High
C,24551.0,21833.0,0,019,20,37,24,522597,377061,244387,276078,214496,152,37,11,47.2841016,0.7816519,0.12449045023588147,0.00038270407216267984,Large,No,0.0,0.0,0.0,210.3619951286602,"(300000, 600000]",High
C,950.0,1128.0,0,416,20,71,27,12218,9868,5917,7231,3992,5,1,1,46.5020038,3.8788002,-0.15780141843971632,0.0005729251923391717,Tiny,No,0.0,0.0,0.0,287.248661556367,"(0, 300000]",Low
C,13937.0,11867.0,0,023,12,42,84,500562,359465,223886,257625,192815,46,10,5,45.4041516,4.360686,0.17443330243532484,0.00012186302595882229,Large,Yes,0.0,0.0,0.0,414.3909450085666,"(300000, 600000]",High
C,27965.0,28911.0,0,234,11,50,28,32607,24892,14884,17494,15497,13,4,1,48.6902445,-1.3700755,-0.03272110961225831,0.0005520287054926856,Small,No,0.0,0.0,0.0,272.0459325961156,"(0, 300000]",Low
C,12404.0,9619.0,0,006,12,33,75,1393764,988605,641451,730509,601777,238,79,68,44.7683428,-0.5472574,0.2895311362927539,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,505.5932237970404,"(1200000, 1500000]",High
C,14472.0,8168.0,0,000,30,24,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,44.8632733,1.0434666,0.77179236043095,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,455.81113300150975,"(4200000, 4500000]",High
C,1700.0,534.0,0,000,30,33,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.567067,-1.0658575,2.183520599250936,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,447.6961687083102,"(4200000, 4500000]",High
C,38939.0,36970.0,0,023,20,42,84,500562,359465,223886,257625,192815,46,10,5,45.5246289,4.2777187,0.05325939951311875,0.00012186302595882229,Large,No,0.0,0.0,0.0,399.5672209056471,"(300000, 600000]",High
C,145080.0,127840.0,0,508,12,57,44,8169,6130,3426,3697,1983,2,0,0,49.1379541,6.8282982,0.13485607008760953,0.0002448280083241523,Tiny,No,36270.0,31960.0,0.13485607008760953,329.22990949286975,"(0, 300000]",Low
C,54573.0,16770.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,45.0151419,-0.4198843,2.2542039355992842,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,476.47379255780663,"(1200000, 1500000]",High
B,175848.0,213104.0,0,042,12,62,32,321298,232571,135356,146580,99992,18,0,1,50.41556,2.91206,-0.17482543734514602,5.913513311629702e-05,Large,No,43962.0,53276.0,-0.17482543734514602,177.19726772403888,"(300000, 600000]",High
C,14877.0,17385.0,0,097,20,58,27,113918,88513,55126,68242,41810,32,6,2,47.0767837,3.0940304,-0.14426229508196722,0.00035112976000280905,Medium,No,0.0,0.0,0.0,206.92273899813742,"(0, 300000]",Low
C,100092.0,99365.0,0,177,20,55,44,48552,38054,23076,27350,20317,5,4,0,48.8240449,4.9855736,0.007316459517938912,0.00018536826495304005,Small,No,0.0,0.0,0.0,194.13015805930576,"(0, 300000]",Low
B,416761.0,326923.0,0,001,20,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.997287,1.63009,0.2747986528938007,0.00021980014358757567,Huge,No,0.0,0.0,0.0,53.38542533588153,"(12900000, 13200000]",High
C,1160.0,378.0,0,120,20,17,75,80501,62445,37794,43525,29564,25,6,2,45.85007,-0.5347155,2.068783068783069,0.00040993279586588985,Medium,Yes,0.0,0.0,0.0,398.9113409493066,"(0, 300000]",Low
C,11010.0,9236.0,0,063,20,79,75,178610,134524,81531,92300,81152,34,14,3,46.1990832,-0.428404,0.1920744911216977,0.00028553832372207606,Medium,Yes,0.0,0.0,0.0,361.8471349755857,"(0, 300000]",Low
B,127841.0,107069.0,0,001,20,77,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.7892191,2.9075554,0.1940057346197312,0.00021980014358757567,Huge,No,0.0,0.0,0.0,42.90728939581804,"(12900000, 13200000]",High
C,1899.0,1321.0,0,129,20,24,75,73750,58308,34983,42659,26636,20,8,3,44.8450247,0.3854609,0.4375473126419379,0.00042033898305084746,Medium,Yes,0.0,0.0,0.0,471.03344978369586,"(0, 300000]",Low
C,2865.0,2798.0,0,097,20,58,27,113918,88513,55126,68242,41810,32,6,2,46.9314165,3.0718704,0.02394567548248749,0.00035112976000280905,Medium,No,0.0,0.0,0.0,222.11869332315572,"(0, 300000]",Low
B,1589138.0,1299301.0,1,050,20,73,84,261463,191251,119668,141100,111156,89,30,10,45.688161,5.909371,0.22307148228162682,0.0004933776480802255,Large,Yes,397284.0,324826.0,0.2230671190114092,444.5197577040181,"(0, 300000]",Low
B,200463.0,193690.0,0,413,11,10,44,12461,9419,5486,6760,6015,4,3,0,48.49783878,3.49372888,0.034968248231710464,0.0005617526683251745,Tiny,No,50116.0,48422.0,0.03498409813721036,94.54662942999606,"(0, 300000]",Low
B,546928.0,555799.0,0,265,11,14,28,26998,20944,12826,16009,12305,28,8,1,49.269836,-0.698056,-0.015960805974821832,0.00137047188680643,Small,No,28786.0,29253.0,-0.015964174614569445,225.32568498252638,"(0, 300000]",Low
C,40150.0,19725.0,0,135,20,13,93,68540,51302,30290,34219,26016,19,2,1,43.7409571,5.0733645,1.035487959442332,0.0003209804493726291,Medium,Yes,0.0,0.0,0.0,607.4683497338525,"(0, 300000]",Low
A,7646291.0,8013271.0,1,012,11,34,76,823120,572047,382442,462257,325715,165,56,45,43.604738,3.880674,-0.045796529282486516,0.00032316065701234326,Large,No,4490679.0,4706208.0,-0.04579674336535912,597.0446011135683,"(600000, 900000]",High
C,29115.0,51057.0,0,059,20,59,32,197809,143986,83017,92638,67382,10,6,0,50.2863204,3.1208073,-0.4297549797285387,8.08861073055321e-05,Medium,No,0.0,0.0,0.0,167.7563153025387,"(0, 300000]",Low
C,37889.0,25616.0,0,383,11,58,27,13552,11064,6792,11356,4832,4,5,0,47.4666984,3.5207672,0.4791146158650843,0.0006641086186540732,Tiny,Yes,0.0,0.0,0.0,178.8469660209118,"(0, 300000]",Low
C,21359.0,7439.0,0,176,12,71,27,48201,38763,23657,27898,15943,6,2,0,46.694064,4.3913585,1.87121924989918,0.0001659716603389971,Small,Yes,0.0,0.0,0.0,286.3469315203955,"(0, 300000]",Low
C,60009.0,24319.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,45.0542936,-0.3992689,1.4675767918088738,0.00027623040916539674,Huge,Yes,0.0,0.0,0.0,471.84389975105927,"(1200000, 1500000]",High
C,28250.0,6786.0,0,327,11,11,76,19468,15417,9206,11723,7204,5,2,0,43.0563831,2.2228288,3.162982611258473,0.0003595644133963427,Tiny,Yes,0.0,0.0,0.0,646.1303484749344,"(0, 300000]",Low
C,25658.0,21001.0,0,000,30,25,27,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,47.0500626,6.4925676,0.22175134517403933,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,369.68111962277453,"(4200000, 4500000]",High
C,24235.0,22703.0,0,249,20,74,84,31486,24079,14647,18544,13341,15,7,2,45.9263464,6.7197662,0.0674800687133859,0.0007622435368100108,Small,No,0.0,0.0,0.0,464.5088140450509,"(0, 300000]",Low
B,395501.0,281010.0,0,025,20,45,24,456452,325301,200690,226493,194138,84,13,7,47.829926,1.691928,0.4074267819650546,0.0002278443297433246,Large,Yes,98875.0,70253.0,0.4074132065534568,124.64352264285161,"(300000, 600000]",High
B,666320.0,668208.0,0,108,11,59,32,93246,69494,41564,46310,32467,12,2,0,50.17662,3.24118,-0.0028254675190958504,0.0001501404886000472,Medium,No,166580.0,167053.0,-0.0028314367296606467,159.71924269323569,"(0, 300000]",Low
C,6270.0,2153.0,0,047,20,64,75,283664,217823,137195,177524,118138,165,56,35,43.4993785,-1.3005564,1.9122155132373433,0.0009024761689886626,Large,Yes,0.0,0.0,0.0,658.9362610608221,"(0, 300000]",Low
C,10862.0,7398.0,0,058,20,68,44,199434,152819,89838,104254,84738,133,24,13,48.0352559,7.1186307,0.4682346580156799,0.0008524123268850847,Medium,Yes,0.0,0.0,0.0,364.7593044331892,"(0, 300000]",Low
C,24947.0,24362.0,0,105,20,81,76,105376,81240,48144,55965,37930,15,7,1,43.623928,2.0895781,0.0240128068303095,0.00021826601882781658,Medium,No,0.0,0.0,0.0,583.2663572044114,"(0, 300000]",Low
C,1843.0,3331.0,0,000,30,39,27,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,46.6048753,5.9613342,-0.44671269888922244,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,369.8748567773513,"(4200000, 4500000]",High
C,59776.0,87946.0,0,058,11,68,44,199434,152819,89838,104254,84738,133,24,13,48.0816399,7.3453397,-0.32031019034407476,0.0008524123268850847,Medium,No,0.0,0.0,0.0,379.566601476712,"(0, 300000]",Low
C,78294.0,47815.0,0,000,30,38,84,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.4383566,5.4281009,0.6374359510613824,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,447.22096755075864,"(4200000, 4500000]",High
B,315635.0,256857.0,0,235,20,62,32,31533,24644,14629,26222,12588,11,22,5,50.41579,1.64805,0.2288354999085094,0.0012050867345320775,Small,Yes,78909.0,64214.0,0.2288441772822126,179.18090723986597,"(0, 300000]",Low
C,7024.0,7142.0,0,000,30,19,75,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,45.6005968,1.9248147,-0.01652198263791655,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,364.4762882424735,"(4200000, 4500000]",High
B,215585.0,294176.0,0,013,20,35,53,771320,522114,341999,377043,347697,96,16,18,47.955364,-1.497538,-0.2671563961709997,0.00016854223927812063,Large,No,53896.0,73544.0,-0.2671597954965735,300.32166204194294,"(600000, 900000]",High
C,2364.0,1279.0,0,314,20,34,76,21180,17440,10480,16593,6341,7,6,4,43.6912097,3.1689379,0.8483189992181391,0.0008026440037771482,Small,Yes,0.0,0.0,0.0,579.046137511176,"(0, 300000]",Low
C,42789.0,34581.0,0,115,20,43,84,82583,63043,38592,49145,34511,30,14,5,45.1829093,3.911422,0.2373557734015789,0.0005933424554690433,Medium,Yes,0.0,0.0,0.0,426.69744430130794,"(0, 300000]",Low
C,107739.0,88181.0,0,008,11,44,52,1031953,714965,459881,501124,471335,115,19,40,47.249142,-1.5224436,0.22179381045803517,0.0001686123302127132,Huge,Yes,0.0,0.0,0.0,338.26791949943424,"(900000, 1200000]",High
C,87101.0,70260.0,0,396,11,82,76,13681,10509,6122,7363,5514,3,1,0,44.1117317,0.8915743,0.2396954170224879,0.00029237628828302024,Tiny,Yes,0.0,0.0,0.0,540.0945348937778,"(0, 300000]",Low
C,159.0,323.0,0,408,12,74,84,13486,10219,6267,20053,7850,59,13,21,45.9088517,6.7726673,-0.5077399380804953,0.00689604033812843,Tiny,No,0.0,0.0,0.0,468.74426916295704,"(0, 300000]",Low
C,127059.0,103847.0,0,354,11,17,75,16316,12967,7673,10276,6991,5,3,3,45.4387456,-0.44164,0.2235211416795863,0.0006741848492277519,Tiny,Yes,31765.0,25962.0,0.22351898929204222,435.03645520275575,"(0, 300000]",Low
B,159229.0,126981.0,0,006,20,33,75,1393764,988605,641451,730509,601777,238,79,68,44.639879,-1.116,0.25395925374662354,0.00027623040916539674,Huge,Yes,39808.0,31745.0,0.25399275476452987,538.3351936526623,"(1200000, 1500000]",High
C,61053.0,63141.0,0,005,20,31,76,1490640,1036295,684922,760724,668535,169,26,54,43.5170958,1.5422774,-0.033068845916282605,0.0001670423442279826,Huge,No,0.0,0.0,0.0,597.9439509553832,"(1200000, 1500000]",High
C,2471.0,4292.0,0,160,20,52,44,54875,43312,26486,31225,24070,14,6,0,48.2701366,5.1241594,-0.4242777260018639,0.00036446469248291574,Medium,No,0.0,0.0,0.0,215.782503963776,"(0, 300000]",Low
B,149312.0,154669.0,0,005,20,81,76,1490640,1036295,684922,760724,668535,169,26,54,43.703479,1.813146,-0.03463525334747105,0.0001670423442279826,Huge,No,37328.0,38667.0,-0.03462901181886363,575.5061561566645,"(1200000, 1500000]",High
B,10048491.0,11523782.0,1,001,12,78,11,13171056,9184054,5642167,6342502,6066757,2555,89,251,48.9379523,2.1575173,-0.12802142560489255,0.00021980014358757567,Huge,No,0.0,0.0,0.0,15.098929055359116,"(12900000, 13200000]",High
C,42629.0,34769.0,0,003,13,13,93,1888788,1372344,849590,969271,758303,303,52,76,43.3398078,5.0517077,0.22606344732376543,0.00022818865854717417,Huge,Yes,0.0,0.0,0.0,649.198109827389,"(1800000, 2100000]",High
C,5955.0,11184.0,0,250,20,54,44,29978,23108,13776,15850,6993,2,0,0,49.2056957,5.9360165,-0.4675429184549356,6.671559143371805e-05,Small,No,0.0,0.0,0.0,265.2919183405566,"(0, 300000]",Low
B,176102.0,205485.0,0,045,20,25,27,283127,197878,131560,148479,116206,51,19,3,47.183507,5.809057,-0.14299340584470885,0.00025783482324186674,Large,No,44026.0,51371.0,-0.14297950205368787,319.0725687363816,"(0, 300000]",Low
B,2373588.0,2120883.0,0,049,11,26,84,256245,189401,114676,129264,110515,49,14,6,44.928049,4.893273,0.11915084424741959,0.0002692735468009132,Large,No,1278086.0,1142014.0,0.1191509035791155,479.13142427389465,"(0, 300000]",Low
C,10588.0,3875.0,0,111,20,40,75,92936,72058,43327,52558,33271,32,18,13,43.6603331,-1.1901703,1.7323870967741934,0.0006778858569338039,Medium,Yes,0.0,0.0,0.0,638.9724510546903,"(0, 300000]",Low
C,58030.0,24507.0,0,GEN,20,74,84,444368,316285,190841,229355,112826,98,19,18,46.1092875,5.96735,1.3678948871750929,0.0003038022539876859,Large,Yes,0.0,0.0,0.0,410.47395058251556,"(300000, 600000]",High
C,24545.0,16064.0,0,422,20,39,27,11936,8934,5493,7492,3924,4,4,1,46.5747975,5.9512119,0.5279506972111554,0.0007540214477211796,Tiny,Yes,0.0,0.0,0.0,371.6613986137032,"(0, 300000]",Low
A,1638571.0,1107633.0,1,088,11,35,53,137293,106828,66328,97430,54595,123,33,17,48.646859,-2.004158,0.4793446926915323,0.0012600788095532911,Medium,Yes,435570.0,294435.0,0.47934179020836515,318.85854186956044,"(0, 300000]",Low
C,22401.0,9142.0,0,000,30,13,93,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,43.7859131,5.0456738,1.4503390942900898,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,602.0156267156478,"(4200000, 4500000]",High
C,12472.0,17741.0,0,050,20,73,84,261463,191251,119668,141100,111156,89,30,10,45.5038935,5.7319345,-0.29699565977115155,0.0004933776480802255,Large,No,0.0,0.0,0.0,453.5288162685166,"(0, 300000]",Low
A,320142.0,369361.0,1,000,30,80,32,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,49.859182,2.8319,-0.1332544583754105,0.0013664948686700343,Tiny,No,80036.0,92340.0,-0.13324669698938704,116.11764093175098,"(4200000, 4500000]",High
C,1493.0,1303.0,0,089,20,30,76,133295,102064,62650,76039,40835,19,29,1,44.2554362,3.9758497,0.14581734458940906,0.00036760568663490753,Medium,No,0.0,0.0,0.0,527.8641450818196,"(0, 300000]",Low
C,3799.0,2288.0,0,045,20,25,27,283127,197878,131560,148479,116206,51,19,3,47.1637546,5.8887804,0.6604020979020979,0.00025783482324186674,Large,Yes,0.0,0.0,0.0,325.2053635078593,"(0, 300000]",Low
C,72205.0,56596.0,0,000,30,67,44,4444949,3492165,2011354,3253364,1282649,2546,2523,1005,48.8334661,8.0298738,0.2757968761043183,0.0013664948686700343,Tiny,No,0.0,0.0,0.0,416.73364302684627,"(4200000, 4500000]",High
C,11705.0,7842.0,0,044,20,64,75,283042,209498,131771,152200,116389,50,15,7,43.1482723,-0.4558864,0.49260392756949756,0.000254379208739339,Large,Yes,0.0,0.0,0.0,671.2307075831715,"(0, 300000]",Low
C,5755.0,2749.0,0,073,20,62,32,144425,105600,62386,70281,50133,28,35,6,50.8829544,2.0231501,1.093488541287741,0.0004777566210836074,Medium,Yes,0.0,0.0,0.0,225.29951149580063,"(0, 300000]",Low
C,18097.0,28346.0,0,038,20,59,32,337269,240084,142425,158629,112147,24,3,1,50.3345415,3.388699,-0.36156776970295634,8.301978539385476e-05,Large,No,0.0,0.0,0.0,180.0659539374464,"(300000, 600000]",High
