Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Nb de pers. non scolarisées de 15 ans ou + 2020;Résidences principales 2020;Logements 2020;Nb d'emplois au lieu de travail (LT) 2020;Nb étab. actifs employeurs au 31/12 2021;Nb d'hôtels 2024;Nb de chambres dans les hôtels 2024;Nb de terrains de camping 2024;Nb d'emplacements de camping 2024;Nb d'autres hébergements collectifs de tourisme 2024
63186;Landogne;223;186;107;164;32;3;0;0;0;0;0
63187;Lapeyrouse;517;427;244;365;125;14;0;0;1;70;0
63188;Laps;590;410;247;281;93;8;0;0;0;0;0
63189;Laqueuille;357;276;161;272;184;16;1;5;0;0;0
63190;Larodde;286;239;138;304;44;4;0;0;0;0;0
63191;Lastic;100;94;60;111;16;1;0;0;0;0;0
63192;La Tour-d'Auvergne;626;529;298;642;261;30;0;0;2;140;0
63193;Lempdes;8663;6432;3960;4262;4989;365;0;0;0;0;0
63194;Lempty;405;295;162;182;61;12;0;0;0;0;0
63195;Lezoux;6357;4749;2564;2892;2036;181;2;22;0;0;0
63196;Limons;738;570;327;371;85;15;0;0;0;0;0
63197;Lisseuil;114;92;55;81;10;2;0;0;0;0;0
63198;Loubeyrat;1424;1050;530;653;193;23;0;0;2;116;0
63199;Ludesse;502;348;205;266;44;15;0;0;0;0;0
63200;Lussat;939;697;390;435;176;12;0;0;0;0;0
63201;Luzillat;1154;835;471;541;112;18;0;0;0;0;0
63202;Madriat;126;92;54;83;16;6;0;0;0;0;0
63203;Malauzat;1160;851;471;508;344;55;1;16;0;0;0
63204;Malintrat;1138;833;488;512;220;21;0;0;0;0;0
63205;Manglieu;470;353;209;271;62;10;0;0;0;0;0
63206;Manzat;1408;1050;601;794;364;50;0;0;1;10;0
63207;Marat;810;657;390;681;104;12;1;7;0;0;0
63208;Marcillat;325;219;126;206;33;3;0;0;0;0;0
63209;Mareugheol;222;164;89;137;11;3;0;0;0;0;0
63210;Maringues;3127;2295;1189;1443;689;79;0;0;0;0;0
63211;Marsac-en-Livradois;1412;1111;678;1022;192;36;0;0;1;22;0
63212;Marsat;1479;1079;597;656;98;12;0;0;0;0;0
63213;Les Martres-d'Artière;2212;1555;846;914;268;50;0;0;0;0;0
63214;Les Martres-de-Veyre;3863;3018;1739;1997;794;94;0;0;1;37;0
63215;Martres-sur-Morge;699;490;288;310;75;9;0;0;0;0;0
63216;Mauzun;124;77;54;85;2;1;0;0;0;0;0
63218;Mayres;197;160;91;197;21;5;0;0;0;0;0
63219;Mazaye;702;524;298;377;91;18;1;15;0;0;0
63220;Mazoires;95;79;41;115;44;9;1;9;0;0;0
63221;Medeyrolles;119;114;64;150;15;3;0;0;0;0;0
63222;Meilhaud;483;344;183;220;31;3;0;0;0;0;0
63223;Menat;540;448;270;442;157;20;0;0;1;110;0
63224;Ménétrol;1642;1275;695;736;699;101;0;0;0;0;0
63225;Messeix;1020;866;547;935;114;17;0;0;1;16;0
63226;Mur-sur-Allier;3208;2444;1375;1552;321;61;0;0;1;90;0
63227;Mirefleurs;2354;1760;995;1096;206;35;0;0;0;0;0
63228;Miremont;291;259;159;374;37;8;1;16;2;127;1
63229;Moissat;1264;881;490;581;106;13;0;0;0;0;0
63230;Le Monestier;237;180;101;218;16;3;1;7;0;0;0
63231;La Monnerie-le-Montel;1639;1335;765;1049;1042;77;0;0;0;0;0
63232;Mons;557;396;221;261;43;10;0;0;0;0;0
63233;Montaigut-en-Combraille;981;793;449;696;247;22;0;0;0;0;0
63234;Montaigut-le-Blanc;907;638;375;520;107;17;0;0;1;100;0
63235;Montcel;551;373;216;249;28;11;0;0;0;0;0
63236;Mont-Dore;1237;1057;623;3116;1119;171;16;415;4;336;3
63237;Montel-de-Gelat;417;347;211;355;117;18;0;0;0;0;0
63238;Montfermy;228;169;96;132;19;2;0;0;0;0;0
63239;Montmorin;728;518;295;366;94;13;0;0;0;0;0
63240;Montpensier;466;339;187;208;78;9;0;0;0;0;0
63241;Montpeyroux;321;278;173;215;54;11;0;0;0;0;0
63242;Moriat;387;304;178;212;34;9;0;0;0;0;0
63243;Moureuille;380;265;143;244;39;5;0;0;0;0;0
63244;Chambaron sur Morge;1792;1309;648;712;319;24;0;0;0;0;0
63245;Mozac;3863;3005;1676;1796;1177;140;0;0;0;0;0
63246;Murat-le-Quaire;487;408;236;603;156;27;1;6;3;266;0
63247;Murol;640;494;309;698;265;54;4;66;5;719;2
63248;Nébouzat;861;640;378;472;122;26;1;8;1;61;0
63249;Néronde-sur-Dore;498;388;221;253;88;14;0;0;0;0;0
63250;Neschers;873;626;361;432;98;14;0;0;0;0;0
63251;Neuf-Église;309;231;139;250;40;5;0;0;0;0;0
63252;Neuville;376;299;175;223;27;6;0;0;0;0;0
63253;Noalhat;233;183;97;116;30;5;0;0;0;0;0
63254;Nohanent;2249;1666;967;1042;174;25;0;0;0;0;0
63255;Nonette-Orsonnette;605;474;247;346;114;12;0;0;1;143;0
63256;Novacelles;151;121;73;158;32;6;0;0;0;0;0
63257;Olby;859;597;340;426;137;30;0;0;0;0;0
63258;Olliergues;743;598;367;619;258;23;0;0;1;70;0
63259;Olloix;318;237;143;212;33;4;0;0;0;0;0
63260;Olmet;168;126;76;205;18;1;0;0;0;0;0
63261;Orbeil;870;655;369;425;85;19;0;0;0;0;0
63262;Orcet;2837;2136;1201;1321;229;55;0;0;1;85;0
63263;Orcines;3566;2716;1542;1756;476;66;3;79;0;0;0
63264;Orcival;245;194;120;198;99;17;3;26;1;50;0
63265;Orléat;2234;1660;929;1012;241;42;0;0;1;90;0
63267;Palladuc;522;396;222;341;297;26;0;0;0;0;0
63268;Pardines;297;228;128;138;80;7;0;0;0;0;0
63269;Parent;899;658;380;488;112;14;0;0;0;0;1
63270;Parentignat;485;380;223;257;80;17;0;0;0;0;0
63271;Paslières;1483;1148;658;786;136;20;0;0;0;0;0
63272;Pérignat-lès-Sarliève;2801;2056;1202;1444;275;42;1;59;0;0;0
63273;Pérignat-sur-Allier;1498;1160;618;672;196;29;0;0;0;0;0
63274;Perpezat;425;332;189;277;111;17;0;0;1;25;0
63275;Perrier;901;684;404;468;112;13;0;0;1;38;0
63276;Peschadoires;2099;1692;1031;1169;836;71;1;17;0;0;0
63277;Peslières;58;47;25;54;5;2;0;0;0;0;0
63278;Pessat-Villeneuve;731;505;256;283;119;11;0;0;0;0;0
63279;Picherande;315;261;163;536;119;16;0;0;1;23;1
63280;Pignols;343;251;141;160;33;7;0;0;0;0;0
63281;Pionsat;1050;901;458;674;597;43;0;0;0;0;0
63282;Plauzat;1719;1202;669;751;171;32;0;0;0;0;0
63283;Pontaumur;649;518;277;429;558;55;2;14;1;66;0
63284;Pont-du-Château;12459;8834;5185;5557;3230;316;0;0;1;124;0
63285;Pontgibaud;731;596;354;477;443;56;2;21;1;86;0
63286;Pouzol;267;203;124;199;40;6;0;0;0;0;0
63287;Les Pradeaux;352;247;157;189;39;8;0;0;1;133;0
63288;Prompsat;464;346;195;244;31;5;0;0;0;0;0
63289;Prondines;269;218;124;199;42;5;0;0;0;0;0
63290;Pulvérières;399;296;179;226;42;9;0;0;0;0;0
63291;Puy-Guillaume;2690;2157;1278;1501;1082;96;1;18;1;100;0
63292;Puy-Saint-Gulmier;142;114;69;109;30;1;0;0;0;0;0
63293;Le Quartier;215;181;117;227;24;2;0;0;0;0;0
63294;Queuille;285;221;126;165;42;6;0;0;0;0;0
63295;Randan;1620;1232;650;792;467;46;1;7;0;0;0
63296;Ravel;794;577;323;396;108;10;0;0;0;0;0
63297;Reignat;377;265;159;174;34;8;0;0;0;0;0
63298;La Renaudie;129;120;75;176;32;3;0;0;0;0;0
63299;Rentières;101;89;54;101;21;3;0;0;0;0;0
63300;Riom;18736;14121;8919;10420;10658;709;8;391;0;0;0
63301;Ris;729;587;339;453;64;16;0;0;0;0;0
63302;La Roche-Blanche;3436;2713;1422;1552;1128;117;0;0;0;0;0
63303;Roche-Charles-la-Mayrand;42;40;19;38;28;6;0;0;0;0;0
63304;Roche-d'Agoux;112;93;52;84;12;3;0;0;0;0;0
63305;Rochefort-Montagne;848;676;349;512;615;40;1;10;1;46;0
63306;La Roche-Noire;623;474;267;293;73;17;0;0;0;0;0
63307;Romagnat;7869;5992;3620;3985;2309;232;0;0;0;0;0
63308;Royat;4403;3433;2184;3238;797;109;4;94;1;180;0
63309;Saillant;305;255;151;315;84;9;0;0;0;0;0
63310;Sainte-Agathe;170;143;84;129;27;2;0;0;0;0;0
63311;Saint-Agoulin;320;241;137;169;42;6;0;0;0;0;0
63312;Saint-Alyre-d'Arlanc;137;128;94;261;39;7;0;0;0;0;0
63313;Saint-Alyre-ès-Montagne;104;98;63;157;47;7;0;0;0;0;0
63314;Saint-Amant-Roche-Savine;522;424;257;457;118;13;0;0;1;49;0
63315;Saint-Amant-Tallende;1757;1331;773;913;634;52;0;0;0;0;0
63317;Saint-André-le-Coq;536;412;225;255;54;13;0;0;0;0;0
63318;Saint-Angel;470;345;206;282;51;10;0;0;0;0;0
63319;Saint-Anthème;707;600;355;1050;202;38;0;0;1;50;0
63320;Saint-Avit;209;178;121;206;146;17;0;0;0;0;0
63321;Saint-Babel;933;694;397;482;90;17;0;0;0;0;0
63322;Saint-Beauzire;2209;1630;915;986;1457;89;0;0;0;0;0
63323;Saint-Bonnet-le-Bourg;175;140;75;209;22;3;0;0;1;33;0
63324;Saint-Bonnet-le-Chastel;200;188;122;334;29;4;0;0;0;0;0
63325;Saint-Bonnet-lès-Allier;424;301;165;181;20;3;0;0;0;0;0
63326;Saint-Bonnet-près-Orcival;541;396;230;305;73;12;0;0;1;64;0
63327;Saint-Bonnet-près-Riom;2072;1473;805;953;262;60;0;0;0;0;0
63328;Sainte-Catherine;53;47;26;73;6;2;0;0;0;0;0
63329;Sainte-Christine;125;117;76;107;19;1;0;0;0;0;0
63330;Saint-Cirgues-sur-Couze;345;252;144;172;20;5;0;0;0;0;0
63331;Saint-Clément-de-Valorgue;235;185;109;254;38;5;0;0;1;50;0
63332;Saint-Clément-de-Régnat;527;404;220;248;48;11;0;0;0;0;0
63333;Saint-Denis-Combarnazat;241;179;97;114;13;4;0;0;0;0;0
63334;Saint-Dier-d'Auvergne;546;417;266;418;147;12;0;0;0;0;0
63335;Saint-Diéry;536;398;240;372;148;26;0;0;0;0;0
63336;Saint-Donat;199;174;108;280;87;12;0;0;1;50;0
63337;Saint-Éloy-la-Glacière;64;50;33;79;7;1;0;0;0;0;0
63338;Saint-Éloy-les-Mines;3486;2789;1806;2445;1925;106;1;28;1;50;0
63339;Saint-Étienne-des-Champs;127;101;59;97;31;2;0;0;0;0;0
63340;Saint-Étienne-sur-Usson;255;213;131;270;33;7;0;0;0;0;0
63341;Saint-Ferréol-des-Côtes;548;451;265;370;112;21;0;0;0;0;0
63342;Saint-Floret;246;198;115;177;38;6;0;0;0;0;0
63343;Saint-Flour-l'Étang;275;216;123;176;20;4;0;0;0;0;0
63344;Saint-Gal-sur-Sioule;147;121;78;165;18;5;0;0;1;35;0
63345;Saint-Genès-Champanelle;3883;2690;1513;1776;1040;75;2;24;0;0;1
63346;Saint-Genès-Champespe;211;183;111;266;69;15;1;8;1;24;0
63347;Saint-Genès-du-Retz;462;367;203;237;59;13;0;0;0;0;0
63348;Saint-Genès-la-Tourette;182;163;94;188;43;7;0;0;0;0;0
63349;Saint-Georges-de-Mons;1959;1544;941;1156;718;47;1;9;1;31;0
63350;Saint-Georges-sur-Allier;1309;969;546;589;112;17;0;0;0;0;0
63351;Saint-Germain-près-Herment;64;56;33;63;35;3;0;0;0;0;0
63352;Saint-Germain-Lembron;2008;1545;860;1050;641;69;0;0;1;25;0
63353;Saint-Germain-l'Herm;487;394;217;466;201;17;0;0;2;87;0
63354;Saint-Gervais-d'Auvergne;1231;962;646;960;584;62;2;18;1;120;1
63355;Saint-Gervais-sous-Meymont;216;183;119;254;70;9;0;0;0;0;0
63356;Saint-Gervazy;337;260;129;184;80;8;0;0;0;0;0
63357;Saint-Hérent;113;88;46;84;20;2;0;0;0;0;0
63358;Saint-Hilaire-la-Croix;368;270;151;219;61;6;0;0;0;0;0
63359;Saint-Hilaire-les-Monges;86;70;42;62;29;2;0;0;0;0;0
63360;Saint-Hilaire;148;129;83;174;19;5;0;0;0;0;0
63362;Saint-Ignat;920;697;400;451;73;19;0;0;0;0;0
63363;Saint-Jacques-d'Ambur;286;229;135;243;46;5;0;0;1;32;1
63364;Saint-Jean-d'Heurs;687;520;210;240;192;12;1;9;0;0;0
63365;Saint-Jean-des-Ollières;416;353;187;368;109;11;1;6;0;0;0
63366;Saint-Jean-en-Val;349;271;160;208;36;8;0;0;0;0;0
63367;Saint-Jean-Saint-Gervais;126;103;59;111;9;3;0;0;0;0;0
63368;Saint-Julien-de-Coppel;1315;961;548;646;107;22;0;0;0;0;0
63369;Saint-Julien-la-Geneste;120;105;60;110;14;2;0;0;0;0;0
63370;Saint-Julien-Puy-Lavèze;365;293;175;254;224;17;0;0;0;0;0
63371;Saint-Just;149;128;86;200;17;5;0;0;0;0;0
63372;Saint-Laure;672;452;258;278;55;12;0;0;0;0;0
63373;Saint-Maigner;180;155;87;137;38;11;0;0;0;0;0
63374;Saint-Martin-des-Olmes;304;233;140;272;35;6;0;0;0;0;1
63375;Saint-Martin-des-Plains;174;125;74;96;15;3;0;0;0;0;0
63376;Saint-Martin-d'Ollières;146;119;70;177;13;2;0;0;0;0;0
63377;Saint-Maurice-près-Pionsat;368;319;187;363;69;8;0;0;0;0;0
63378;Saint-Maurice;976;714;407;460;69;17;0;0;1;52;0
63379;Saint-Myon;538;387;216;269;44;8;0;0;0;0;0
63380;Saint-Nectaire;769;629;341;701;356;60;3;100;3;268;0
63381;Saint-Ours;1660;1263;696;858;400;36;0;0;1;68;1
63382;Saint-Pardoux;417;334;197;254;129;18;0;0;0;0;0
63383;Saint-Pierre-Colamine;248;202;113;214;49;13;0;0;1;79;0
63384;Saint-Pierre-la-Bourlhonne;134;111;69;221;9;3;0;0;0;0;0
63385;Saint-Pierre-le-Chastel;447;319;177;286;75;11;0;0;0;0;0
63386;Saint-Pierre-Roche;501;373;226;335;77;16;0;0;0;0;0
63387;Saint-Priest-Bramefant;868;666;375;420;71;14;1;21;0;0;0
63388;Saint-Priest-des-Champs;715;586;303;491;193;17;0;0;0;0;0
63389;Saint-Quentin-sur-Sauxillanges;110;82;54;86;22;6;0;0;0;0;0
63390;Saint-Quintin-sur-Sioule;386;308;180;248;36;9;0;0;0;0;0
63391;Saint-Rémy-de-Blot;244;189;112;173;40;7;0;0;1;48;0
63392;Saint-Rémy-de-Chargnat;612;453;252;301;111;21;0;0;0;0;0
63393;Saint-Rémy-sur-Durolle;1749;1355;797;1124;399;53;1;6;1;143;1
63394;Saint-Romain;200;172;105;270;36;6;1;14;0;0;0
63395;Saint-Sandoux;988;709;367;431;192;10;0;0;0;0;0
63396;Saint-Saturnin;1164;868;508;610;222;31;0;0;1;181;0
63397;Saint-Sauves-d'Auvergne;1128;909;565;832;270;24;1;8;1;10;1
63398;Saint-Sauveur-la-Sagne;84;76;49;124;9;2;0;0;0;0;0
63399;Saint-Sulpice;84;77;42;73;25;3;0;0;0;0;0
63400;Saint-Sylvestre-Pragoulin;1067;842;488;583;93;12;0;0;0;0;1
63401;Saint-Victor-la-Rivière;245;200;116;261;38;11;0;0;1;399;0
63402;Saint-Victor-Montvianeix;259;207;124;288;46;6;0;0;0;0;0
63403;Saint-Vincent;416;313;179;228;29;5;0;0;0;0;0
63404;Saint-Yvoine;572;437;248;293;55;8;0;0;0;0;0
63405;Sallèdes;575;441;266;328;51;3;0;0;0;0;0
63406;Sardon;298;233;130;149;17;4;0;0;0;0;0
63407;Saulzet-le-Froid;288;217;123;208;55;9;1;7;0;0;0
63408;Sauret-Besserve;166;150;95;154;11;1;0;0;0;0;0
63409;Saurier;258;212;116;189;20;5;1;8;0;0;0
63410;Sauvagnat;143;123;72;119;31;3;0;0;0;0;0
63411;Sauvagnat-Sainte-Marthe;468;354;217;272;65;11;0;0;0;0;0
63412;Sauvessanges;531;426;244;472;93;12;1;10;1;23;0
63413;La Sauvetat;716;553;328;382;48;12;0;0;0;0;0
63414;Sauviat;575;427;239;306;48;10;0;0;0;0;0
63415;Sauxillanges;1315;1007;581;742;340;40;1;16;1;71;0
63416;Savennes;94;83;49;129;17;3;0;0;0;0;0
63417;Sayat;2491;1897;1089;1201;586;44;0;0;0;0;0
63418;Sermentizon;572;456;269;355;58;7;0;0;0;0;0
63419;Servant;558;464;267;446;66;13;0;0;1;65;0
63420;Seychalles;789;568;303;340;72;11;0;0;0;0;0
63421;Singles;156;142;89;223;39;5;0;0;1;99;0
63422;Solignat;516;401;229;234;49;10;0;0;0;0;1
63423;Sugères;617;459;268;409;70;13;0;0;0;0;0
63424;Surat;601;429;242;265;53;11;0;0;0;0;0
63425;Tallende;1510;1090;608;702;203;27;0;0;0;0;0
63426;Tauves;715;602;358;595;333;44;1;17;1;85;0
63427;Teilhède;501;386;216;263;193;10;0;0;0;0;0
63428;Teilhet;281;233;135;213;32;4;0;0;0;0;0
63429;Ternant-les-Eaux;39;25;17;34;2;1;0;0;0;0;0
63430;Thiers;11633;8954;5534;7336;7014;619;7;165;1;46;0
63431;Thiolières;161;126;74;119;7;1;0;0;0;0;0
63432;Thuret;923;669;371;414;122;17;0;0;0;0;0
63433;Tortebesse;78;62;33;54;18;3;0;0;0;0;0
63434;Tours-sur-Meymont;530;429;267;456;87;15;0;0;0;0;0
63435;Tourzel-Ronzières;199;160;96;149;20;5;0;0;0;0;0
63436;Tralaigues;75;60;31;48;26;4;0;0;0;0;0
63437;Trémouille-Saint-Loup;148;119;66;140;25;6;0;0;0;0;0
63438;Trézioux;496;371;216;319;53;12;0;0;0;0;0
63439;Usson;309;220;132;180;27;7;0;0;0;0;0
63440;Valbeleix;138;91;56;122;38;10;0;0;0;0;0
63441;Valcivières;222;177;105;368;35;5;0;0;0;0;0
63442;Valz-sous-Châteauneuf;52;48;25;55;12;4;0;0;0;0;0
63443;Varennes-sur-Morge;430;319;172;192;41;5;0;0;0;0;0
63444;Varennes-sur-Usson;308;214;117;132;20;7;0;0;0;0;0
63445;Vassel;297;210;123;141;38;5;0;0;0;0;0
63446;Vensat;530;397;226;270;78;15;0;0;0;0;0
63447;Vergheas;66;65;42;85;10;1;0;0;0;0;0
63448;Le Vernet-Chaméane;786;610;359;761;156;20;0;0;1;10;0
63449;Le Vernet-Sainte-Marguerite;320;221;134;224;78;16;0;0;0;0;0
63450;Verneugheol;230;193;117;233;46;5;0;0;0;0;0
63451;Vernines;420;316;185;263;191;19;0;0;0;0;0
63452;Verrières;72;59;35;49;7;2;0;0;0;0;0
63453;Vertaizon;3358;2363;1277;1447;661;67;0;0;0;0;0
63454;Vertolaye;539;431;275;400;1039;26;1;7;0;0;0
63455;Veyre-Monton;3675;2849;1579;1716;943;110;0;0;0;0;0
63456;Vichel;336;244;137;162;19;2;0;0;0;0;0
63457;Vic-le-Comte;5242;3834;2246;2651;1365;120;0;0;0;0;0
63458;Villeneuve;142;115;70;114;34;7;0;0;0;0;0
63459;Villeneuve-les-Cerfs;514;394;196;227;51;10;0;0;0;0;0
63460;Villossanges;370;296;165;249;89;14;0;0;0;0;0
63461;Vinzelles;365;279;159;188;34;7;0;0;0;0;0
63462;Virlet;268;219;107;220;57;5;0;0;0;0;0
63463;Viscomtat;505;439;256;399;153;18;0;0;0;0;0
63464;Vitrac;341;270;164;209;47;14;0;0;0;0;0
63465;Viverols;430;354;200;396;133;21;0;0;1;50;0
63466;Vodable;190;160;93;137;62;7;1;5;0;0;0
63467;Voingt;48;35;19;52;13;3;0;0;0;0;0
63468;Vollore-Montagne;308;257;151;288;72;10;1;9;0;0;0
63469;Vollore-Ville;710;580;345;547;92;17;0;0;2;111;0
63470;Volvic;4740;3509;1946;2262;1988;114;3;47;1;68;1
63471;Youx;877;755;463;627;86;13;0;0;0;0;0
63472;Yronde-et-Buron;646;497;296;363;49;9;0;0;0;0;0
63473;Yssac-la-Tourette;397;301;174;205;35;8;0;0;0;0;0
64001;Aast;189;153;79;86;11;1;0;0;0;0;0
64002;Abère;162;118;67;76;15;2;0;0;0;0;0
64003;Abidos;209;167;88;95;416;15;0;0;0;0;0
64004;Abitain;109;88;51;68;10;6;0;0;0;0;0
64005;Abos;529;402;238;254;219;26;0;0;0;0;0
64006;Accous;457;385;207;460;254;17;1;8;2;64;0
64007;Agnos;1041;794;423;451;87;14;0;0;0;0;0
64008;Ahaxe-Alciette-Bascassan;263;217;116;157;77;18;0;0;0;0;0
64009;Ahetze;2049;1522;858;1063;220;35;1;12;0;0;0
64010;Aïcirits-Camou-Suhast;687;536;316;368;448;38;0;0;0;0;0
64011;Aincille;114;84;41;54;16;2;1;9;0;0;0
64012;Ainharp;131;105;58;70;34;5;0;0;0;0;0
64013;Ainhice-Mongelos;169;139;79;101;83;15;0;0;0;0;0
64014;Ainhoa;667;513;294;432;116;34;5;88;0;0;0
64015;Alçay-Alçabéhéty-Sunharette;208;170;90;145;39;6;0;0;0;0;0
64016;Aldudes;321;264;142;253;174;19;1;10;0;0;0
64017;Alos-Sibas-Abense;320;260;139;216;93;15;1;6;2;70;0
64018;Amendeuix-Oneix;459;349;198;232;128;25;0;0;0;0;0
64019;Amorots-Succos;230;172;91;108;38;4;0;0;0;0;0
64021;Andoins;704;494;264;288;58;17;0;0;0;0;0
64022;Andrein;140;111;58;73;21;2;0;0;0;0;0
64023;Angaïs;905;685;385;423;59;14;0;0;0;0;0
64024;Anglet;41153;32113;21437;27459;19065;1946;10;658;1;152;8
64025;Angous;95;83;43;60;24;3;0;0;0;0;0
64026;Anhaux;377;287;156;190;39;7;0;0;0;0;0
64027;Anos;183;128;68;72;16;3;0;0;0;0;0
64028;Anoye;128;102;57;72;12;3;0;0;0;0;0
64029;Aramits;659;546;289;394;239;27;0;0;1;64;0
64031;Arancou;178;119;70;92;23;3;0;0;0;0;0
64032;Araujuzon;182;142;75;90;37;5;0;0;0;0;0
64033;Araux;131;101;52;67;14;4;0;0;0;0;0
64034;Arbérats-Sillègue;322;244;136;150;179;14;0;0;0;0;0
64035;Arbonne;2344;1797;929;1094;650;83;1;12;0;0;0
64036;Arbouet-Sussaute;312;227;122;141;39;8;0;0;0;0;0
64037;Arbus;1245;928;506;538;88;19;0;0;0;0;0
64038;Arcangues;3457;2605;1427;1850;879;99;1;7;0;0;0
64039;Aren;246;178;101;117;21;9;0;0;1;51;0
64040;Arette;1071;857;511;1483;400;59;2;29;1;44;0
64041;Aressy;823;608;342;362;410;23;0;0;0;0;0
64042;Argagnon;700;550;299;350;111;14;0;0;0;0;0
64043;Argelos;285;203;110;123;24;4;0;0;0;0;0
64044;Arget;79;55;31;38;16;1;0;0;0;0;0
64045;Arhansus;70;51;31;38;21;3;0;0;0;0;0
64046;Armendarits;386;285;153;185;94;11;0;0;0;0;0
64047;Arnéguy;237;187;95;164;56;8;0;0;0;0;0
64048;Arnos;136;90;50;59;13;3;0;0;0;0;0
64049;Aroue-Ithorots-Olhaïby;231;174;100;120;33;2;0;0;0;0;0
64050;Arrast-Larrebieu;93;75;43;46;17;1;0;0;0;0;0
64051;Arraute-Charritte;425;318;180;214;92;7;0;0;0;0;0
64052;Arricau-Bordes;106;91;49;60;8;2;0;0;0;0;0
64053;Arrien;200;141;80;88;11;2;0;0;0;0;0
64054;Arros-de-Nay;800;607;344;383;148;13;0;0;0;0;0
64056;Arrosès;137;114;65;86;39;12;0;0;0;0;0
64057;Arthez-de-Béarn;1829;1399;795;916;531;62;0;0;1;45;0
64058;Arthez-d'Asson;460;393;215;304;61;14;0;0;0;0;0
64059;Artigueloutan;1093;769;422;448;85;19;0;0;0;0;0
64060;Artiguelouve;2005;1439;798;867;263;31;0;0;0;0;0
64061;Artix;3440;2587;1535;1648;1646;156;0;0;0;0;0
64062;Arudy;2248;1804;1093;1283;915;85;1;15;0;0;0
64063;Arzacq-Arraziguet;1048;803;465;556;687;78;1;7;0;0;0
64064;Asasp-Arros;469;364;217;287;63;12;0;0;1;33;0
64065;Ascain;4464;3388;1947;2487;1047;167;6;107;2;185;1
64066;Ascarat;339;265;151;192;102;27;0;0;3;372;0
64067;Assat;2042;1449;782;871;463;67;0;0;0;0;0
64068;Asson;1999;1499;836;957;337;47;0;0;0;0;0
64069;Aste-Béon;228;193;115;244;22;8;0;0;0;0;0
64070;Astis;336;231;127;137;38;7;0;0;0;0;0
64071;Athos-Aspis;211;166;90;114;24;4;0;0;0;0;0
64072;Aubertin;652;502;281;330;66;9;0;0;0;0;0
64073;Aubin;265;199;103;115;20;9;0;0;0;0;0
64074;Aubous;44;40;23;31;2;1;0;0;0;0;0
64075;Audaux;165;129;76;95;74;9;0;0;0;0;0
64077;Auga;179;129;74;81;7;2;0;0;0;0;0
64078;Auriac;221;185;111;121;93;13;0;0;0;0;0
64079;Aurions-Idernes;105;85;44;51;48;9;0;0;0;0;0
64080;Aussevielle;813;580;304;332;51;7;0;0;0;0;0
64081;Aussurucq;236;194;97;130;33;4;0;0;0;0;0
64082;Auterrive;142;106;64;82;29;2;0;0;0;0;0
64083;Autevielle-Saint-Martin-Bideren;207;152;90;117;18;4;1;7;0;0;0
64084;Aydie;138;118;64;81;50;6;1;6;0;0;0
64085;Aydius;104;83;53;158;25;6;1;6;0;0;0
64086;Ayherre;1130;841;452;561;405;38;0;0;0;0;0
64087;Baigts-de-Béarn;870;655;346;408;304;21;0;0;0;0;0
64088;Balansun;308;229;125;144;30;6;0;0;0;0;0
64089;Baleix;135;115;67;80;14;3;0;0;0;0;0
64090;Baliracq-Maumusson;119;97;51;62;13;1;0;0;0;0;0
64091;Baliros;504;370;208;226;35;8;0;0;0;0;0
64092;Banca;351;277;134;182;128;8;1;16;0;0;0
64093;Barcus;635;546;298;403;184;22;0;0;0;0;0
64094;Bardos;1861;1401;740;859;529;77;0;0;0;0;0
64095;Barinque;589;438;233;261;62;13;0;0;0;0;0
64096;Barraute-Camu;183;132;76;96;19;3;0;0;0;0;0
64097;Barzun;624;467;260;285;43;8;0;0;0;0;0
64098;Bassillon-Vauzé;66;51;27;40;9;2;0;0;0;0;0
64099;Bastanès;97;78;45;51;14;3;0;0;0;0;0
64100;Bassussarry;3301;2465;1413;1660;966;126;0;0;0;0;0
64101;Baudreix;581;389;220;281;93;8;0;0;1;143;0
64102;Bayonne;52749;40258;28517;31780;33932;2634;20;994;0;0;1
64103;Bédeille;207;156;82;94;31;8;0;0;0;0;0
64104;Bedous;583;491;277;443;297;28;1;8;2;56;0
64105;Béguios;266;236;122;143;65;9;0;0;0;0;0
64106;Béhasque-Lapiste;509;394;219;247;126;11;0;0;0;0;0
64107;Béhorléguy;71;53;26;37;21;2;0;0;0;0;0
64108;Bellocq;912;713;402;488;184;17;0;0;0;0;0
64109;Bénéjacq;1961;1469;830;903;495;46;0;0;0;0;0
64110;Béost;224;179;108;270;31;8;0;0;1;52;0
64111;Bentayou-Sérée;108;86;51;64;9;2;0;0;0;0;0
64112;Bérenx;418;352;205;242;48;8;1;19;0;0;0
64113;Bergouey-Viellenave;117;96;56;74;30;7;0;0;0;0;0
64114;Bernadets;587;431;234;245;32;7;0;0;0;0;0
64115;Berrogain-Laruns;160;100;53;64;63;2;0;0;0;0;0
64116;Bescat;246;207;123;162;33;6;0;0;0;0;0
64117;Bésingrand;146;109;60;60;8;2;0;0;0;0;0
64118;Bétracq;49;44;26;35;11;1;0;0;0;0;0
64119;Beuste;674;481;267;295;89;12;0;0;0;0;0
64120;Beyrie-sur-Joyeuse;538;413;211;250;71;10;0;0;0;0;0
