UIC;Gare;Service Wifi
272047;Compans;Non
396218;Conlie;Non
276394;Écouen-Ézanville;Non
214544;Duttlenheim;Non
545475;Égly;Non
597849;Felletin;Non
486316;Fougeré;Non
142240;Froncles-Buxières;Non
296293;Fresnoy-le-Grand;Non
276659;Frépillon;Non
615377;Gragnague;Non
382804;St-Germain-Grande-Ceinture;Non
747352;St-Égrève-St-Robert;Non
645119;Viescamp-sous-Jalles;Non
141606;Vézelise;Non
545293;Vitry-sur-Seine;Oui
415646;St-Pierre-du-Vauvray;Non
592683;St-Victurnien;Non
286203;Strazeele;Non
756817;Touët-de-l'Escarène;Non
713198;Tonnerre;Non
543074;Toury;Non
571000;Tours;Oui
743757;Tenay-Hauteville;Non
191007;Thionville;Oui
746750;Taconnaz;Non
594655;Vignols-St-Solve;Non
718015;Besançon-Mouillère;Non
381079;Bois-Colombes;Oui
343160;Beuvrages;Non
765198;Bédarrides;Non
175133;Bayard;Non
783647;Bagnols-Chadenet;Non
184200;Bas-Évette;Non
613604;Bagnac;Non
342584;Avion;Non
783340;Campagnac-St-Geniez;Non
342543;Calonne-Ricouart;Non
345520;Cambrai;Non
613000;Cahors;Non
381137;Asnières-sur-Seine;Oui
672162;Assat;Non
476200;Auray;Oui
726760;Aurec;Non
286864;Ascq;Non
415893;Bonnières;Non
613356;Caussade (Tarn-et-Garonne);Non
757567;Anthéor-Cap-Roux;Non
715102;Andelot (Jura);Non
296566;Anizy-Pinon;Non
486332;Chantonnay;Non
481754;La Baule-Escoublac;Oui
191619;Koenigsmacker;Non
113472;Le Raincy-Villemomble-Montferm;Oui
481762;Le Pouliguen;Non
594416;La Rivière-de-Mansac;Non
474262;La Roche;Non
478156;La Hisse;Non
746826;Les Praz-de-Chamonix;Non
751602;L'Estaque;Non
715383;La Chaux-des-Crotenay;Non
746768;Les Bossons;Non
734202;Issoire;Non
481622;Isse;Non
584243;Lamonzie-St-Martin;Non
444638;L'Aigle;Non
783761;Laissac;Non
473850;Lancerf;Non
590299;Halte Nice-Pont-Michel;Non
545129;Guillerval;Non
741769;Aime-La Plagne;Non
615013;Villefranche-de-Lauragais;Non
271783;Vierzy;Non
747576;Vif;Non
313718;St-Omer-en-Chaussée;Non
276600;St-Leu-la-Forêt;Non
741504;Virieu-le-Grand-Belley;Non
396358;Voivres;Non
313270;St-Just-en-Chaussée;Non
611137;St-Gaudens;Non
611657;St-Jory;Non
476440;St-Pierre-Quiberon;Non
571810;St-Patrice;Non
181057;Tagolsheim;Non
415604;Vernon (Eure);Non
296129;Vervins;Non
393835;Trappes-Voyageurs;Oui
594200;Uzerche;Non
713099;Thenissey;Non
213470;Wissembourg;Non
381863;Cormeilles-en-Parisis;Non
491266;Cubzac-les-Ponts;Non
594481;Cornil;Non
473579;Coat-Guégan;Non
574848;Chissay-en-Touraine;Non
741116;Chindrieux;Non
595165;Château-l'Évêque;Non
396606;Château-du-Loir;Non
696856;Châtel-Censoir;Non
212183;Dettwiller;Non
172239;Donchery;Non
171553;Épernay;Non
111849;Marne-la-Vallée-Chessy;Oui
287169;Marquette;Non
765479;L'Isle-Fontaine-de-Vaucluse;Non
287250;Lille-Porte-de-Douai;Non
575274;Ligugé;Non
597096;Luant;Non
773408;Lunel;Non
582445;Marcheprime;Non
681486;Maisse;Non
713529;Nuits-St-Georges;Non
381160;Montgeroult-Courcelles;Non
682104;Montgeron-Crosne;Non
773002;Montpellier-St-Roch;Oui
182063;Mulhouse-Ville;Oui
473512;Moustéru;Non
313320;Moreuil;Non
726448;Montbrison;Non
478131;Miniac;Non
212449;Munchhausen;Non
182394;Munster;Non
296434;Mennessis;Non
783001;Millau;Non
491159;Fontaines-d'Ozillac;Non
393405;Fontenay-le-Fleury;Non
613091;Figeac;Non
214254;Gertwiller;Non
765446;Gadagne;Non
582858;Gironde;Non
113860;Gargan;Non
413328;Étainhus-St-Romain;Non
313387;Estrées-St-Denis;Non
193516;Farébersviller;Non
214593;Gresswiller;Non
393124;Sèvres-Rive-Gauche;Non
592246;Solignac-Le Vigen;Non
725846;Polliat;Non
276501;Presles-Courcelles;Non
182717;Raedersheim;Non
725739;Romanèche-Thorins;Non
313601;Rochy-Condé;Non
281451;Renescure;Non
193615;Sarreguemines;Non
215483;Schopperten;Non
212415;Roppenheim;Non
286567;Rosult;Non
722231;Pierre-Bénite;Non
471177;Pléchâtel;Non
574541;Pezou;Non
321745;Penhoët;Non
611343;Pamiers;Non
192203;Peltre;Non
783175;St-Flour-Chaudes-Aigues;Non
751842;Ste-Marthe-en-Provence;Non
481812;St-Étienne-de-Montluc;Non
575050;Ste-Maure-Noyant;Non
723536;St-Maurice-de-Beynost;Non
726901;St-Étienne-Carnot;Non
276402;St-Leu-d'Esserent;Non
713834;St-Julien-Clénay;Non
393454;Tacoignières-Richebourg;Non
276261;Survilliers-Fosses;Non
590828;Suce-sur-Erdre;Non
574327;Veuves-Monteaux;Non
271437;Vert-Galant;Oui
773432;Valergues-Lansargues;Non
696310;Villeneuve-sur-Allier;Non
756361;Villefranche-sur-Mer;Non
775197;Villefort;Non
683631;Vincelles;Non
322347;Traou-Nez;Non
487009;Thouars;Non
191130;Uckange;Non
484147;Tiercé;Non
313353;Tricot;Non
594093;Ussel;Non
413385;Yvetot;Non
471094;La Brohinière;Non
384008;Paris-St-Lazare;Oui
547000;Paris-Austerlitz;Oui
686667;Paris-Bercy;Oui
734293;Paulhaguet;Non
113001;Paris-Est;Oui
386003;La Garenne-Colombes;Oui
546291;Rungis-la-Fraternelle;Non
342451;Salomé;Non
317099;Neufchâtel-Hardelot;Non
191718;Moyeuvre-Grande;Non
141291;Neufchâteau;Non
473058;Quédillac;Non
171009;Reims;Oui
611368;Saverdun;Non
286518;Seclin;Non
164780;Stade-de-France-St-Denis;Non
741306;St-Avre-la-Chambre;Non
586479;Ste-Bazeille;Non
174276;Vitry-le-François;Non
171314;Jonchery-sur-Vesle;Non
381574;Issou-Porcheville;Non
213785;Ingwiller;Non
271478;Le Blanc-Mesnil;Non
271395;Le Bourget;Non
694000;Le Creusot;Non
763557;L'Argentière-les-Écrins;Non
683268;Laroche-Migennes;Non
296012;Laon;Non
747006;Grenoble;Oui
613141;Gourdon;Non
574335;Limeray;Non
111278;Porte-de-Clichy;Non
571794;Port-Boulet;Non
474320;Pleyber-Christ;Non
473082;Plénée-Jugon;Non
471391;Pontchaillou;Non
387175;Romilly-la-Puthenaye;Non
583468;Roumazières-Loubert;Non
734038;Royat-Chamalières;Non
193797;Petit-Réderching;Non
476424;Penthièvre;Non
751362;Pertuis;Non
784173;Rivesaltes;Non
191635;Sierck-les-Bains;Non
411223;Sotteville;Non
272039;Seugy;Non
486019;La Roche-sur-Yon;Oui
641191;La Ville-Gozet;Non
543017;Les Aubrais-Orléans;Oui
276667;Méry (Val-d'Oise);Non
781294;Marseillan-Plage;Non
182725;Merxheim;Non
595272;Neuvic (Dordogne);Non
775098;Milhaud;Non
382879;Montreuil;Non
171728;Loivre;Non
576157;Loreux;Non
757591;Mandelieu-la-Napoule;Non
545186;Marolles-en-Hurepoix;Non
317339;Marquise-Rinxent;Non
141796;Marbache;Non
713636;Aiserey;Non
615757;Baraqueville-Carcenac-Peyralès;Non
684191;Bagneaux-sur-Loing;Non
141408;Azerailles;Non
726869;Balbigny;Non
171579;Avenay;Non
342402;Beuvry (Pas-de-Calais);Non
342279;Berguette-Isbergues;Non
393116;Bellevue;Non
281105;Bergues;Non
192419;Ancy-sur-Moselle;Non
594234;Allassac;Non
141804;Belleville;Non
611723;Baziège;Non
328328;Bibliothèque-François-Mitterra;Oui
721787;Bois-d'Oingt-Légny;Non
682203;Bois-le-Roi;Non
316604;Aubin-St-Vaast;Non
597823;Aubusson;Non
342105;Bully-Grenay;Non
584136;Castillon;Non
447243;Carentan;Non
171926;Champagne-Ardenne-TGV;Oui
115873;Champbenoist-Poigny;Non
576223;Chabris;Non
756775;Drap-Cantaron;Non
597153;Éguzon;Non
763466;Embrun;Non
345116;Corbehem;Non
491506;Châteauneuf-sur-Charente;Non
144055;Charmes (Vosges);Non
712679;Chaugey;Non
781161;Coursan;Non
713040;Dijon-Ville;Oui
734673;Darsac;Non
571422;Esvres;Non
345009;Douai;Oui
317503;Feuquières-Fressenneville;Non
447649;Folligny;Non
694869;Gilly-sur-Loire;Non
721480;Dardilly-les-Mouilles;Non
142125;Culmont-Chalindrey;Non
694695;Digoin;Non
718429;Deluz;Non
684241;Ferrières-Fontenay;Non
296871;Flavy-le-Martel;Non
316752;Feuquerolles;Non
393173;Chaville-Vélizy;Non
393637;Chilly-Mazarin;Non
575142;Châtellerault;Oui
296178;Clacy-Mons;Non
387159;Conches;Non
175141;Eurville-Bienville;Non
193805;Enchenberg;Non
413732;Épouville;Non
212357;Drusenheim;Non
594325;Gignac-Cressensac;Non
775791;Générac;Non
683128;Champigny-sur-Yonne;Non
575225;Chasseneuil (Vienne);Non
590372;Châteaubriant TT;Non
381194;Chars;Non
784769;Fontpédrouse-St-Thomas-les-Bai;Non
582403;Gazinet-Cestas;Non
281246;Gravelines;Non
142265;Gudmont;Non
757724;Grasse;Non
726000;St-Étienne-Châteaucreux;Oui
584102;St-Émilion;Non
171751;St-Erme;Non
723494;St-André-le-Gaz;Non
545509;St-Chéron;Non
726307;St-Chamond;Non
773465;St-Aunès;Non
723742;St-Marcel-en-Dombes;Non
718197;St-Lothain;Non
734749;Retournac;Non
471003;Rennes;Oui
726802;Roanne;Non
215012;Sarrebourg;Non
745430;St-Julien-en-Genevois;Non
144477;St-Léonard (Vosges);Non
411413;St-Martin-du-Vivier;Non
487892;St-Mathurin;Non
342048;Achiet;Non
484337;La Possonnière;Non
721548;La Tour-de-Salvagny;Non
613471;Laguépie;Non
313585;Hermes-Berthecourt;Non
381889;Herblay;Non
215103;Igney-Avricourt;Non
784561;Ille-sur-Têt;Non
594085;Jassonneix;Non
393033;Invalides;Oui
191114;Hagondange;Non
191239;Hayange;Non
191346;Kédange;Non
191312;Kuntzig;Non
272013;Jaux;Non
394155;Jouy;Non
741439;Lépin-le-Lac-La Bauche;Non
387142;La Bonneville-sur-Iton;Non
592147;La Celle-Corrèze;Non
756874;La Brigue;Non
671123;Lannemezan;Non
393298;Le Perray;Non
713115;Les Laumes-Alésia;Non
595736;Les Eyzies;Non
478263;Pontorson-Mont-St-Michel;Non
444349;Pont-l'Évêque;Non
747519;Pont-de-Claix;Non
485524;Pamproux;Non
113209;Pantin;Non
317487;Quesnoy-le-Montant;Non
594754;Puybrun;Non
116160;Provins;Oui
718338;Ranchot;Non
611392;Vénerque-le-Vernet;Non
594739;Vayrac;Non
215699;Tieffenbach-Struth;Non
381806;Triel-sur-Seine;Non
342303;Tincques;Non
444372;Trouville-Deauville;Oui
763029;Valence-TGV;Oui
745414;Valleiry;Non
594499;Tulle;Non
396598;Vaas;Non
192088;Woippy;Non
191304;Yutz;Non
393843;St-Quentin-en-Yvelines;Non
694174;St-Symphorien-de-Marmagne;Non
683219;Villeneuve-sur-Yonne;Non
713511;Vougeot-Gilly-lès-Cîteaux;Non
345595;Wambaix;Non
545483;Breuillet-Bruyères-le-Châtel;Non
415323;Bourgtheroulde-Thuit-Hébert;Non
713644;Brazey-en-Plaine;Non
276444;Boran-sur-Oise;Non
543082;Boisseaux;Non
491076;Beillant;Non
474189;Bannalec;Non
713347;Auxonne;Non
746859;Argentière;Non
394486;Arrou;Non
471045;Betton;Non
582841;Caudrot;Non
594002;Brive-la-Gaillarde;Oui
757617;Cannes-la-Bocca;Non
171702;Aguilcourt-Variscourt;Non
444711;Alençon;Non
718155;Arbois;Non
696005;Nevers;Non
681155;Maisons-Alfort-Alfortville;Non
317206;Maresquel;Non
615369;Montastruc-la-Conseillère;Non
338590;Monte-Carlo-Country-Club;Non
594275;Meymac;Non
721175;Lyon-Gorge-de-Loup;Non
611558;Luzenac-Garanou;Non
721001;Lyon-Vaise;Non
745588;Machilly;Non
611152;Montréjeau-Gourdan-Polignan;Non
781534;Montpaon;Non
576363;Luçay-le-Mâle;Non
773424;Lunel-Viel;Non
713735;Louhans;Non
381483;Maurecourt;Non
393702;Massy-TGV;Oui
223263;Lille-Europe;Oui
214502;Lingolsheim;Non
182345;Logelbach;Non
681403;Moulin-Galant;Non
718619;Morteau;Non
576454;Nérondes;Non
592444;Nantiat;Non
613463;Najac;Non
276758;Nointel-Mours;Non
276782;Noyon;Non
345249;Ostricourt;Non
381145;Osny;Non
694398;Cheilly-lès-Maranges;Non
473876;Frynaudour;Non
592360;Fromental;Non
313056;Corbie;Non
491134;Clion-sur-Seugne;Non
184622;Clerval;Non
342063;Courcelles-le-Comte;Non
683649;Cravant-Bazarnes;Non
393348;Gazeran;Non
313262;Gannes;Non
611707;Escalquens;Non
287276;Ennevelin;Non
144642;Étival-Clairefontaine;Non
682427;Fontaine-le-Port;Non
775379;Fons-St-Mamert;Non
317537;Eu;Non
191106;Maizières-lès-Metz;Non
345306;Montigny-en-Ostrevent;Non
323675;Montluçon-Rimard;Non
171355;Mont-Notre-Dame;Non
474338;Morlaix;Oui
715441;Morez;Non
383281;Massy-Verrières;Non
396580;Mayet;Non
214650;Lutzelhouse;Non
485540;Lusignan;Non
185249;Lure;Non
612010;Montaudran;Non
116566;Nogent-l'Artaud-Charly;Non
386318;Nanterre-Université;Oui
386540;Munster-Badischhof;Non
381731;Nézel-Aulnay;Non
286112;Loos-les-Lille;Non
382457;Louveciennes;Oui
192427;Novéant;Non
574368;Noizay;Non
594630;Objat;Non
713669;Pagny (Côte-d'Or);Non
478750;Port-Brillet;Non
641316;Pontgibaud;Non
276154;Pont-Petit;Non
696260;Saincaize;Non
313403;Remy (Oise);Non
192237;Rémilly;Non
287300;Ruminghem;Non
214726;Rothau;Non
317404;Rue;Non
592097;St-Denis-des-Murs;Non
745620;Perrignier;Non
765206;Sorgues-Châteauneuf-du-Pape;Non
741454;St-Béron-La Bridoire;Non
755330;Solliès-Pont;Non
286831;Pont-de-Bois;Non
474411;Plouigneau;Non
491100;Pons;Non
751636;Séon-St-Henry;Non
212126;Stephansfeld;Non
413344;Bréauté-Beuzeville;Non
444042;Bretteville-Norrey;Non
486324;Bournezeau;Non
682518;Boissise-le-Roi;Non
491019;Bords;Non
673285;Bénesse-Maremne;Non
215335;Berthelming;Non
592352;Bersac;Non
192658;Baroncourt;Non
765008;Avignon;Non
171561;Ay;Non
317198;Beaurainville;Non
696468;Béard;Non
696492;Cercy-la-Tour;Non
763250;Aspres-sur-Buëch;Non
491233;Aubie-St-Antoine;Non
485102;Angoulins-sur-Mer;Non
394205;Amilly-Ouerray;Non
171744;Amifontaine;Non
574343;Amboise;Non
313072;Albert;Non
317263;Calais-Ville;Non
718122;Byans;Non
345439;Brunémont;Non
741009;Chambéry-Challes-les-Eaux;Oui
545152;Chamarande;Non
484360;Ingrandes-sur-Loire;Non
575217;Jaunay-Clan;Non
393066;Javel;Non
191700;Joeuf;Non
755306;La Garde;Non
382473;L'Étang-la-Ville;Non
471151;Guichen-Bourg-des-Comptes;Non
447680;Granville;Non
313692;Herchies;Non
471342;Le Theil-de-Bretagne;Non
481168;Le Cellier;Non
113845;Les Coquetiers;Non
723478;La Tour-du-Pin;Non
582866;La Réole;Non
144162;Laveline-devant-Bruyères;Non
597781;Lavaveix-les-Mines;Non
575498;Lathus;Non
324335;Hirson-Écoles;Non
184507;Héricourt;Non
592345;St-Sulpice-Laurière;Non
765354;Tarascon;Non
721282;St-Germain-au-Mont-d'Or;Non
773531;Vic-Mireval;Non
142232;Vignory;Non
722587;Vienne;Non
746727;Vaudagne;Non
571414;Veigné;Non
381178;Us;Non
784231;Argelès-sur-Mer;Non
342071;Boisleux;Non
611764;Aubiet;Non
342592;Bailleul-Sir-Berthoult;Non
590349;Babinière;Non
473165;Belle-Isle-Bégard;Non
476408;Belz-Ploemel;Non
592188;Barsanges;Non
582759;Barsac;Non
393546;Bièvres;Non
723544;Beynost;Non
473827;Brélidy-Plouëc;Non
394452;Brou;Non
784785;Planès;Non
734087;Pont-du-Château;Non
673699;Pont-Noblia;Non
276139;Pontoise;Oui
487603;Saumur-Rive-Droite;Non
725671;Senozan;Non
411017;Rouen-Rive-Droite;Oui
396259;Rouessé-Vassé;Non
654798;Rosa Parks;Non
672766;Sarrance;Non
474635;Roscoff;Non
271494;Roissy-Aéroport-CDG 2;Oui
171595;Rilly-la-Montagne;Non
571455;Reignac;Non
116699;Oulchy-Breny;Non
214742;St-Blaise-la-Roche-Poutay;Non
571539;St-Antoine-du-Rocher;Non
574897;St-Aignan-Noyers;Non
694851;St-Agnan;Non
718296;St-Amour;Non
476671;Questembert;Non
672279;Puyoô;Non
381269;Sérifontaine;Non
471532;Servon;Non
213660;Kurtzenhouse;Non
722678;Le Péage-de-Roussillon;Non
413013;Le Havre;Oui
182329;Herrlisheim-près-Colmar;Non
214627;Heiligenberg-Mollkirch;Non
281899;Haussmann-St-Lazare;Oui
316059;Heilly;Non
393645;Gravigny-Balizy;Non
582619;Gujan-Mestras;Non
611673;Grisolles;Non
271551;Le Plessis-Belleville;Non
681247;Le Vert-de-Maisons;Non
484139;Le Vieux-Briollay;Non
353573;Le Toec;Non
723577;La Valbonne;Non
781583;Le Bousquet-d'Orb;Non
474270;Landivisiau;Non
734350;Langogne;Non
286575;Landas;Non
394254;La Loupe;Non
696534;Luzy (Nièvre);Non
594671;Lubersac;Non
400986;Magneux-Courlandon;Non
485250;Mauzé;Non
116103;Meaux;Oui
144212;Mirecourt;Non
784546;Millas;Non
547307;Musée-d'Orsay;Oui
214585;Mutzig;Non
592725;Nexon;Non
682401;Livry-sur-Seine;Non
682153;Lieusaint-Moissy;Oui
615310;Lisle-sur-Tarn;Non
212274;Limersheim;Non
192039;Metz-Ville;Oui
345272;Meurchin;Non
713701;Mervans;Non
765818;Monteux;Non
182592;Moosch;Non
765420;Morières-lès-Avignon;Non
484170;Morannes;Non
391300;Morre;Non
345033;Loos-en-Gohelle;Non
611178;Loures-Barbazan;Non
194001;Longwy;Non
313221;Ailly-sur-Noye;Non
316745;Acheux-Franleu;Non
481614;Abbaretz;Non
722744;Alai;Non
586008;Agen;Oui
281055;Croix-l'Allumette;Non
286781;Cysoing;Non
281113;Esquelbecq;Non
393207;Chaville-Rive-Gauche;Non
444877;Cherbourg;Oui
743344;Cize-Bolozon;Non
574509;Cloyes;Non
447110;Coutances;Non
316109;Dommartin-Remiencourt;Non
721449;Dardilly-le-Jubin;Non
611681;Dieupentale;Non
725895;Échirolles;Non
214239;Eichhoffen;Non
271403;Drancy;Oui
683201;Étigny-Véron;Non
681361;Évry;Non
171330;Fismes;Non
576108;Foëcy;Non
342212;Frévin-Capelle;Non
615252;Gaillac;Non
382259;Garches-Marnes-la-Coquette;Non
694653;Génelard;Non
381293;Gournay-Ferrières;Non
415349;Glos-Montfort;Non
747477;Goncelin;Non
732206;St-Germain-des-Fossés;Non
726190;St-Étienne-Bellevue;Non
485136;St-Laurent-de-la-Prée;Non
595520;St-Pierre-de-Chignac;Non
742361;St-Michel-Valloire;Non
576231;Varennes-sur-Fouzon;Non
271601;Vaumoise;Non
697318;Villetaneuse-Université TT;Non
116749;Villiers-Montbarbin;Non
682500;Vosves;Non
444216;St-Pierre-sur-Dives;Non
723387;St-Quentin-Fallavier;Non
721456;St-Romain-de-Popey;Non
726422;Sury-le-Comtal;Non
783456;Tournemire-Roquefort;Non
611004;Toulouse-Matabiau;Oui
761163;Tain-l'Hermitage-Tournon;Non
276741;Thourotte;Non
113712;Val-de-Fontenay;Oui
213744;Wingen-sur-Moder;Non
773515;Villeneuve-lès-Maguelone;Non
300863;Besançon-Franche-Comté-TGV;Oui
213611;Bischwiller (Bas-Rhin);Non
713073;Blaisy-Bas;Non
757690;Biot;Non
581850;Bassens-Ville;Non
295808;Berlaimont;Non
193250;Béning;Non
295725;Avesnelles;Non
581736;Bruges;Non
476242;Brandérion;Non
396549;Arnage;Non
784801;Bolquère-Eyne;Non
784876;Bourg-Madame;Non
281279;Bourbourg;Non
142224;Bologne;Non
545178;Bouray;Non
381905;Cergy-Préfecture;Oui
583690;Chalais;Non
113878;Allée-de-la-Tour-Rendez-Vous;Non
743716;Ambérieu;Non
775171;La Bastide-St-Laurent-les-Bain;Non
641399;Le Vauriat;Non
396002;Le Mans;Oui
345025;Lens;Oui
734160;Le Cendre-Orcet;Non
594796;Laval-de-Cère;Non
757542;Le Dramont;Non
783548;Le Bruel;Non
485508;La Mothe-St-Héray;Non
615526;Labruguière;Non
751719;La Pomme;Non
394403;La Taye;Non
691600;Les Perrières;Non
386300;Les Vallées;Non
286427;La Fontaine-Nord;Non
382218;La Défense;Oui
734178;Les Martres-de-Veyre;Non
741496;Les Abrets-Fitilieu;Non
144220;Hymont-Mattaincourt;Non
491142;Jonzac;Non
144089;Igney;Non
682435;Héricy;Non
345256;Libercourt;Non
681825;Villeneuve-St-Georges;Oui
734186;Vic-le-Comte;Non
491209;St-Mariens-St-Yzan;Non
481705;St-Nazaire;Oui
741140;Viviers-du-Lac;Non
681312;Viry-Châtillon;Non
721340;St-Georges-de-Reneins;Non
611624;St-Jean-de-Verges;Non
726851;St-Jodard;Non
728501;St-Fons;Non
212027;Strasbourg-Ville;Oui
783431;St-Rome-de-Cernon;Non
712331;Velars;Non
761759;Tullins-Fures;Non
116293;Vaires-Torcy;Non
584474;Trémolat;Non
673624;Ustaritz;Non
116491;Trilport;Non
182196;Zillisheim;Non
182360;Walbach;Non
671487;Ygos;Non
214213;Dambach-la-Ville;Non
116301;Coulommiers;Non
782607;Clermont-La Pardieu;Non
783290;Chirac;Non
116111;Chelles-Gournay;Non
484246;Chemillé;Non
313478;Chaulnes;Non
613174;Dégagnac;Non
721738;Dommartin-Lissieu;Non
286435;Don-Sainghin;Non
396564;Écommoy;Non
382465;Marly-le-Roi;Non
184572;L'Isle-sur-le-Doubs;Non
194274;Longuyon;Non
988717;Lycée-Henri-Sellier;Non
734368;Luc (Lozère);Non
486258;Luçon;Non
172213;Nouvion-sur-Meuse;Non
184275;Montreux-Vieux;Non
575480;Montmorillon;Non
313577;Mouy-Bury;Non
763508;Montdauphin-Guillestre;Non
611699;Montbartier;Non
747329;Moirans;Non
574681;Monnaie;Non
575175;Naintré-les-Barres;Non
116681;Neuilly-St-Front;Non
287292;Nortkerque;Non
645481;Murat;Non
574137;Meung-sur-Loire;Non
313668;Méru;Non
276279;Orry-la-Ville-Coye;Non
471201;Fougeray-Langon;Non
726729;Firminy;Non
497461;Galliéni-Cancéropole;Non
175075;Fronville-St-Urbain;Non
611772;Gimont-Cahuzac;Non
722439;Givors-Canal;Non
584235;Gardonne;Non
144006;Épinal;Non
775254;Grand'Combe-La Pise;Non
618082;Golfech;Non
574640;St-Amand-de-Vendôme;Non
382341;Sèvres-Ville-d'Avray;Non
394213;St-Aubin-St-Luperce;Non
761742;Poliénas;Non
746206;Pringy (Haute-Savoie);Non
784264;Port-Vendres-Ville;Non
473843;Pontrieux;Non
481283;Pornic;Non
571653;Rivarennes-Quinçay;Non
185314;Ronchamp;Non
182071;Rixheim;Non
784660;Ria;Non
171645;Sept-Saulx;Non
144311;Rozières-sur-Mouzon;Non
113696;Rosny-Bois-Perrier;Oui
286732;Roubaix;Non
214783;Saales;Non
396408;Sablé;Non
478149;Pleudihen;Non
391102;Paris-Vaugirard;Oui
784009;Perpignan;Oui
473868;Paimpol;Non
342337;St-Pol-sur-Ternoise;Non
212191;Strasbourg-Roethig;Non
683318;St-Florentin-Vergigny;Non
297531;St-Hilaire (Nord);Non
682294;St-Mammès;Non
584615;St-Seurin-sur-l'Isle;Non
611350;Vernet-d'Ariège;Non
576009;Vierzon-Ville;Oui
756890;Viévola;Non
784611;Vinça;Non
116210;Tournan;Non
755009;Toulon;Oui
382432;La Celle-St-Cloud;Non
481689;La Croix-de-Méan;Non
182642;Kruth;Non
271023;Paris-Nord-Souterraine;Oui
354589;Pas-Enchantés;Non
753707;Orgon;Non
672006;Pau;Oui
116517;La Ferté-sous-Jouarre;Non
175091;Joinville (Haute-Marne);Non
751743;La Penne-sur-Huveaune;Non
192229;Sanry-sur-Nied;Non
286401;Santes;Non
396317;Sceaux-Boësse;Non
684217;Souppes-Château-Landon;Non
594333;Souillac;Non
682443;Vulaines-sur-Seine-Samoreau;Non
316208;Wacquemoulin;Non
144121;Xertigny;Non
757641;Golfe-Juan-Vallauris;Non
755264;La Seyne-Tamaris-sur-Mer;Non
747220;Le Grand-Lemps;Non
718437;Laissey;Non
317107;Hesdigneul;Non
295568;Hautmont;Non
276410;Précy-sur-Oise;Non
586107;Port-Ste-Marie;Non
141523;Pont-St-Vincent;Non
393041;Pont-de-l'Alma;Oui
447185;Pont-Hébert;Non
473090;Plestan;Non
583849;Ruffec (Charente);Non
386680;Les Mureaux;Non
276238;Les Noues;Non
286500;Phalempin;Non
172080;Revin;Non
751206;Sisteron;Non
571513;La Membrolle-sur-Choisille;Non
566919;Lentilly-Charpenay;Non
444083;Le Molay-Littry;Non
444588;Le Merlerault;Non
645192;Le Rouget;Non
597625;Marsac (Creuse);Non
734871;Massiac;Non
334482;Neuville-Université;Non
597070;Neuvy-Pailloux;Non
595512;Niversac;Non
594135;Montaignac-St-Hippolyte;Non
471185;Messac-Guipry;Non
471086;Montauban-de-Bretagne;Non
116137;Longueville (Seine-et-Marne);Non
272195;Longueil-Annel;Non
481366;Machecoul;Non
641365;Magnette;Non
734129;Aigueperse;Non
755223;Bandol;Non
543207;Avenue-du-Président-Kennedy-Ra;Oui
295600;Aulnoye-Aymeries;Non
313767;Aumale;Non
694570;Autun;Non
718007;Besançon-Viotte;Oui
781005;Béziers;Oui
615005;Albi-Ville;Non
286856;Annappes;Non
775809;Beauvoisin;Non
182113;Bartenheim;Non
581801;Bègles;Non
444067;Bayeux;Non
746008;Annecy;Oui
597708;Busseau-sur-Creuse;Non
415364;Brionne (Eure);Non
317321;Caffiers;Non
765503;Cavaillon;Non
746701;Chedde-Voie-Étroite;Non
382333;Chaville-Rive-Droite;Non
763425;Chorges;Non
734004;Clermont-Ferrand;Oui
381475;Chanteloup-les-Vignes;Non
484352;Champtocé-sur-Loire;Non
116731;Couilly-St-Germain;Non
444232;Couliboeuf;Non
592840;Coussac-Bonneval;Non
696484;Decize;Non
575126;Dangé;Non
474015;Dirinon;Non
545525;Dourdan;Non
276436;Domont;Non
592121;Eymoutiers-Lac-de-Vassivière;Non
722538;Feyzin;Non
478552;Évron;Non
448001;Flers;Non
415620;Gaillon-Aubevoye;Non
757500;Fréjus;Non
172130;Givet;Non
116772;Crécy-en-Brie-La Chapelle;Oui
481804;Couëron;Non
313742;Feuquières-Broquiers;Non
212266;Fegersheim-Lipsheim;Non
721753;Châtillon-d'Azergues;Non
574301;Chouzy;Non
696617;Corbigny;Non
276584;Ermont-Halte;Non
545145;Étréchy;Non
281469;Ebblinghem;Non
393488;Dreux;Non
286641;Fretin (Nord);Non
354597;Frêne-Rond;Non
212332;Gambsheim;Non
295048;Fourmies;Non
713826;Ruffey-lès-Echirey;Non
287193;Ste-Marguerite;Non
743336;Simandre-sur-Suran;Non
751800;Septèmes;Non
613257;St-Christophe;Non
182139;St-Louis (Haut-Rhin);Non
671495;St-Martin-d'Oney;Non
001479;Roissy-Aéroport-CDG 2-RER;Oui
481036;Rezé-Pont-Rousseau;Non
576868;Selles-sur-Cher;Non
753764;Salon;Non
144683;St-Michel-sur-Meurthe;Non
146217;St-Nabord;Non
396366;La Suze;Non
756767;La Trinité-Victor;Non
582882;Lamothe-Landerron;Non
191163;Hettange-Grande;Non
295063;Hirson;Non
342261;Ham-en-Artois;Non
286096;Haubourdin;Non
481697;La Baule-les-Pins;Non
295014;Jeumont;Non
673632;Jatxou;Non
718544;Le Valdahon;Non
