Code géographique;Libellé géographique;Aire d'attraction des villes 2020;Libellé aire d'attraction des villes 2020;Catégorie commune dans aire d'attraction des villes 2020;Département;Région
91378;Mauchamps;001;Paris;20;91;11
91386;Mennecy;001;Paris;12;91;11
91390;Le Mérévillois;001;Paris;20;91;11
91393;Mérobert;001;Paris;20;91;11
91399;Mespuits;001;Paris;20;91;11
91405;Milly-la-Forêt;001;Paris;20;91;11
91408;Moigny-sur-École;001;Paris;20;91;11
91411;Les Molières;001;Paris;20;91;11
91412;Mondeville;001;Paris;20;91;11
91414;Monnerville;001;Paris;20;91;11
91421;Montgeron;001;Paris;12;91;11
91425;Montlhéry;001;Paris;12;91;11
91432;Morangis;001;Paris;12;91;11
91433;Morigny-Champigny;001;Paris;20;91;11
91434;Morsang-sur-Orge;001;Paris;12;91;11
91435;Morsang-sur-Seine;001;Paris;20;91;11
91441;Nainville-les-Roches;001;Paris;20;91;11
91457;La Norville;001;Paris;12;91;11
91458;Nozay;001;Paris;12;91;11
91461;Ollainville;001;Paris;20;91;11
91463;Oncy-sur-École;001;Paris;20;91;11
91468;Ormoy;001;Paris;12;91;11
91469;Ormoy-la-Rivière;001;Paris;20;91;11
91471;Orsay;001;Paris;12;91;11
91473;Orveau;001;Paris;20;91;11
91477;Palaiseau;001;Paris;12;91;11
91479;Paray-Vieille-Poste;001;Paris;12;91;11
91482;Pecqueuse;001;Paris;20;91;11
91494;Le Plessis-Pâté;001;Paris;12;91;11
91495;Plessis-Saint-Benoist;001;Paris;20;91;11
91507;Prunay-sur-Essonne;001;Paris;20;91;11
91508;Puiselet-le-Marais;001;Paris;20;91;11
91511;Pussay;001;Paris;20;91;11
91514;Quincy-sous-Sénart;001;Paris;12;91;11
91519;Richarville;001;Paris;20;91;11
91521;Ris-Orangis;001;Paris;12;91;11
91525;Roinville;001;Paris;20;91;11
91526;Roinvilliers;001;Paris;20;91;11
91533;Saclas;001;Paris;20;91;11
91534;Saclay;001;Paris;20;91;11
91538;Saint-Aubin;001;Paris;20;91;11
91540;Saint-Chéron;001;Paris;20;91;11
91544;Saint-Cyr-la-Rivière;001;Paris;20;91;11
91546;Saint-Cyr-sous-Dourdan;001;Paris;20;91;11
91547;Saint-Escobille;001;Paris;20;91;11
91549;Sainte-Geneviève-des-Bois;001;Paris;12;91;11
91552;Saint-Germain-lès-Arpajon;001;Paris;12;91;11
91553;Saint-Germain-lès-Corbeil;001;Paris;12;91;11
91556;Saint-Hilaire;001;Paris;20;91;11
91560;Saint-Jean-de-Beauregard;001;Paris;20;91;11
91568;Saint-Maurice-Montcouronne;001;Paris;20;91;11
91570;Saint-Michel-sur-Orge;001;Paris;12;91;11
91573;Saint-Pierre-du-Perray;001;Paris;12;91;11
91577;Saintry-sur-Seine;001;Paris;12;91;11
91578;Saint-Sulpice-de-Favières;001;Paris;20;91;11
91579;Saint-Vrain;001;Paris;20;91;11
91581;Saint-Yon;001;Paris;20;91;11
91587;Saulx-les-Chartreux;001;Paris;12;91;11
91589;Savigny-sur-Orge;001;Paris;12;91;11
91593;Sermaise;001;Paris;20;91;11
91599;Soisy-sur-École;001;Paris;20;91;11
91600;Soisy-sur-Seine;001;Paris;12;91;11
91602;Souzy-la-Briche;001;Paris;20;91;11
91613;Congerville-Thionville;001;Paris;20;91;11
91617;Tigery;001;Paris;20;91;11
91619;Torfou;001;Paris;20;91;11
91629;Valpuiseaux;001;Paris;20;91;11
91630;Le Val-Saint-Germain;001;Paris;20;91;11
91631;Varennes-Jarcy;001;Paris;20;91;11
91634;Vaugrigneuse;001;Paris;20;91;11
91635;Vauhallan;001;Paris;20;91;11
91639;Vayres-sur-Essonne;001;Paris;20;91;11
91645;Verrières-le-Buisson;001;Paris;12;91;11
91648;Vert-le-Grand;001;Paris;20;91;11
91649;Vert-le-Petit;001;Paris;20;91;11
91654;Videlles;001;Paris;20;91;11
91657;Vigneux-sur-Seine;001;Paris;12;91;11
91659;Villabé;001;Paris;12;91;11
91661;Villebon-sur-Yvette;001;Paris;12;91;11
91662;Villeconin;001;Paris;20;91;11
91665;La Ville-du-Bois;001;Paris;12;91;11
91666;Villejust;001;Paris;12;91;11
91667;Villemoisson-sur-Orge;001;Paris;12;91;11
91671;Villeneuve-sur-Auvers;001;Paris;20;91;11
91679;Villiers-le-Bâcle;001;Paris;20;91;11
91685;Villiers-sur-Orge;001;Paris;12;91;11
91687;Viry-Châtillon;001;Paris;12;91;11
91689;Wissous;001;Paris;12;91;11
91691;Yerres;001;Paris;12;91;11
91692;Les Ulis;001;Paris;12;91;11
92002;Antony;001;Paris;12;92;11
92004;Asnières-sur-Seine;001;Paris;12;92;11
92007;Bagneux;001;Paris;12;92;11
92009;Bois-Colombes;001;Paris;12;92;11
92012;Boulogne-Billancourt;001;Paris;12;92;11
92014;Bourg-la-Reine;001;Paris;12;92;11
92019;Châtenay-Malabry;001;Paris;12;92;11
92020;Châtillon;001;Paris;12;92;11
92022;Chaville;001;Paris;12;92;11
92023;Clamart;001;Paris;12;92;11
92024;Clichy;001;Paris;12;92;11
92025;Colombes;001;Paris;12;92;11
92026;Courbevoie;001;Paris;12;92;11
92032;Fontenay-aux-Roses;001;Paris;12;92;11
92033;Garches;001;Paris;12;92;11
92035;La Garenne-Colombes;001;Paris;12;92;11
92036;Gennevilliers;001;Paris;12;92;11
92040;Issy-les-Moulineaux;001;Paris;12;92;11
92044;Levallois-Perret;001;Paris;12;92;11
92046;Malakoff;001;Paris;12;92;11
92047;Marnes-la-Coquette;001;Paris;12;92;11
92048;Meudon;001;Paris;12;92;11
92049;Montrouge;001;Paris;12;92;11
92050;Nanterre;001;Paris;12;92;11
92051;Neuilly-sur-Seine;001;Paris;12;92;11
92060;Le Plessis-Robinson;001;Paris;12;92;11
92062;Puteaux;001;Paris;12;92;11
92063;Rueil-Malmaison;001;Paris;12;92;11
92064;Saint-Cloud;001;Paris;12;92;11
92071;Sceaux;001;Paris;12;92;11
92072;Sèvres;001;Paris;12;92;11
92073;Suresnes;001;Paris;12;92;11
92075;Vanves;001;Paris;12;92;11
92076;Vaucresson;001;Paris;12;92;11
92077;Ville-d'Avray;001;Paris;12;92;11
92078;Villeneuve-la-Garenne;001;Paris;12;92;11
93001;Aubervilliers;001;Paris;12;93;11
93005;Aulnay-sous-Bois;001;Paris;12;93;11
93006;Bagnolet;001;Paris;12;93;11
93007;Le Blanc-Mesnil;001;Paris;12;93;11
93008;Bobigny;001;Paris;12;93;11
93010;Bondy;001;Paris;12;93;11
93013;Le Bourget;001;Paris;12;93;11
93014;Clichy-sous-Bois;001;Paris;12;93;11
93015;Coubron;001;Paris;12;93;11
93027;La Courneuve;001;Paris;12;93;11
93029;Drancy;001;Paris;12;93;11
93030;Dugny;001;Paris;12;93;11
93031;Épinay-sur-Seine;001;Paris;12;93;11
93032;Gagny;001;Paris;12;93;11
93033;Gournay-sur-Marne;001;Paris;12;93;11
93039;L'Île-Saint-Denis;001;Paris;12;93;11
93045;Les Lilas;001;Paris;12;93;11
93046;Livry-Gargan;001;Paris;12;93;11
93047;Montfermeil;001;Paris;12;93;11
93048;Montreuil;001;Paris;12;93;11
93049;Neuilly-Plaisance;001;Paris;12;93;11
93050;Neuilly-sur-Marne;001;Paris;12;93;11
93051;Noisy-le-Grand;001;Paris;12;93;11
93053;Noisy-le-Sec;001;Paris;12;93;11
93055;Pantin;001;Paris;12;93;11
93057;Les Pavillons-sous-Bois;001;Paris;12;93;11
93059;Pierrefitte-sur-Seine;001;Paris;12;93;11
93061;Le Pré-Saint-Gervais;001;Paris;12;93;11
93062;Le Raincy;001;Paris;12;93;11
93063;Romainville;001;Paris;12;93;11
93064;Rosny-sous-Bois;001;Paris;12;93;11
93066;Saint-Denis;001;Paris;12;93;11
93070;Saint-Ouen-sur-Seine;001;Paris;12;93;11
93071;Sevran;001;Paris;12;93;11
93072;Stains;001;Paris;12;93;11
93073;Tremblay-en-France;001;Paris;12;93;11
93074;Vaujours;001;Paris;12;93;11
93077;Villemomble;001;Paris;12;93;11
93078;Villepinte;001;Paris;12;93;11
93079;Villetaneuse;001;Paris;12;93;11
94001;Ablon-sur-Seine;001;Paris;12;94;11
94002;Alfortville;001;Paris;12;94;11
94003;Arcueil;001;Paris;12;94;11
94004;Boissy-Saint-Léger;001;Paris;12;94;11
94011;Bonneuil-sur-Marne;001;Paris;12;94;11
94015;Bry-sur-Marne;001;Paris;12;94;11
94016;Cachan;001;Paris;12;94;11
94017;Champigny-sur-Marne;001;Paris;12;94;11
94018;Charenton-le-Pont;001;Paris;12;94;11
94019;Chennevières-sur-Marne;001;Paris;12;94;11
94021;Chevilly-Larue;001;Paris;12;94;11
94022;Choisy-le-Roi;001;Paris;12;94;11
94028;Créteil;001;Paris;12;94;11
94033;Fontenay-sous-Bois;001;Paris;12;94;11
94034;Fresnes;001;Paris;12;94;11
94037;Gentilly;001;Paris;12;94;11
94038;L'Haÿ-les-Roses;001;Paris;12;94;11
94041;Ivry-sur-Seine;001;Paris;12;94;11
94042;Joinville-le-Pont;001;Paris;12;94;11
94043;Le Kremlin-Bicêtre;001;Paris;12;94;11
94044;Limeil-Brévannes;001;Paris;12;94;11
94046;Maisons-Alfort;001;Paris;12;94;11
94047;Mandres-les-Roses;001;Paris;12;94;11
94048;Marolles-en-Brie;001;Paris;12;94;11
94052;Nogent-sur-Marne;001;Paris;12;94;11
94053;Noiseau;001;Paris;12;94;11
94054;Orly;001;Paris;12;94;11
94055;Ormesson-sur-Marne;001;Paris;12;94;11
94056;Périgny;001;Paris;12;94;11
94058;Le Perreux-sur-Marne;001;Paris;12;94;11
94059;Le Plessis-Trévise;001;Paris;12;94;11
94060;La Queue-en-Brie;001;Paris;12;94;11
94065;Rungis;001;Paris;12;94;11
94067;Saint-Mandé;001;Paris;12;94;11
94068;Saint-Maur-des-Fossés;001;Paris;12;94;11
94069;Saint-Maurice;001;Paris;12;94;11
94070;Santeny;001;Paris;12;94;11
94071;Sucy-en-Brie;001;Paris;12;94;11
94073;Thiais;001;Paris;12;94;11
94074;Valenton;001;Paris;12;94;11
94075;Villecresnes;001;Paris;12;94;11
94076;Villejuif;001;Paris;12;94;11
94077;Villeneuve-le-Roi;001;Paris;12;94;11
94078;Villeneuve-Saint-Georges;001;Paris;12;94;11
94079;Villiers-sur-Marne;001;Paris;12;94;11
94080;Vincennes;001;Paris;12;94;11
94081;Vitry-sur-Seine;001;Paris;12;94;11
95002;Ableiges;001;Paris;20;95;11
95008;Aincourt;001;Paris;20;95;11
95011;Ambleville;001;Paris;20;95;11
95012;Amenucourt;001;Paris;20;95;11
95014;Andilly;001;Paris;12;95;11
95018;Argenteuil;001;Paris;12;95;11
95019;Arnouville;001;Paris;12;95;11
95023;Arronville;001;Paris;20;95;11
95024;Arthies;001;Paris;20;95;11
95026;Asnières-sur-Oise;001;Paris;20;95;11
95028;Attainville;001;Paris;20;95;11
95039;Auvers-sur-Oise;001;Paris;12;95;11
95040;Avernes;001;Paris;20;95;11
95042;Baillet-en-France;001;Paris;20;95;11
95046;Banthelu;001;Paris;20;95;11
95051;Beauchamp;001;Paris;12;95;11
95052;Beaumont-sur-Oise;001;Paris;20;95;11
95054;Le Bellay-en-Vexin;001;Paris;20;95;11
95055;Bellefontaine;001;Paris;20;95;11
95056;Belloy-en-France;001;Paris;20;95;11
95058;Bernes-sur-Oise;001;Paris;20;95;11
95059;Berville;001;Paris;20;95;11
95060;Bessancourt;001;Paris;12;95;11
95061;Béthemont-la-Forêt;001;Paris;20;95;11
95063;Bezons;001;Paris;12;95;11
95074;Boisemont;001;Paris;12;95;11
95078;Boissy-l'Aillerie;001;Paris;20;95;11
95088;Bonneuil-en-France;001;Paris;12;95;11
95091;Bouffémont;001;Paris;12;95;11
95094;Bouqueval;001;Paris;20;95;11
95101;Bray-et-Lû;001;Paris;20;95;11
95102;Bréançon;001;Paris;20;95;11
95110;Brignancourt;001;Paris;20;95;11
95116;Bruyères-sur-Oise;001;Paris;20;95;11
95119;Buhy;001;Paris;20;95;11
95120;Butry-sur-Oise;001;Paris;20;95;11
95127;Cergy;001;Paris;12;95;11
95134;Champagne-sur-Oise;001;Paris;20;95;11
95139;La Chapelle-en-Vexin;001;Paris;20;95;11
95141;Charmont;001;Paris;20;95;11
95142;Chars;001;Paris;20;95;11
95144;Châtenay-en-France;001;Paris;20;95;11
95149;Chaumontel;001;Paris;20;95;11
95150;Chaussy;001;Paris;20;95;11
95151;Chauvry;001;Paris;20;95;11
95154;Chennevières-lès-Louvres;001;Paris;20;95;11
95157;Chérence;001;Paris;20;95;11
95166;Cléry-en-Vexin;001;Paris;20;95;11
95169;Commeny;001;Paris;20;95;11
95170;Condécourt;001;Paris;20;95;11
95176;Cormeilles-en-Parisis;001;Paris;12;95;11
95177;Cormeilles-en-Vexin;001;Paris;20;95;11
95181;Courcelles-sur-Viosne;001;Paris;20;95;11
95183;Courdimanche;001;Paris;12;95;11
95197;Deuil-la-Barre;001;Paris;12;95;11
95199;Domont;001;Paris;12;95;11
95203;Eaubonne;001;Paris;12;95;11
95205;Écouen;001;Paris;12;95;11
95210;Enghien-les-Bains;001;Paris;12;95;11
95211;Ennery;001;Paris;12;95;11
95212;Épiais-lès-Louvres;001;Paris;20;95;11
95213;Épiais-Rhus;001;Paris;20;95;11
95214;Épinay-Champlâtreux;001;Paris;20;95;11
95218;Éragny;001;Paris;12;95;11
95219;Ermont;001;Paris;12;95;11
95229;Ézanville;001;Paris;12;95;11
95241;Fontenay-en-Parisis;001;Paris;20;95;11
95250;Fosses;001;Paris;20;95;11
95252;Franconville;001;Paris;12;95;11
95253;Frémainville;001;Paris;20;95;11
95254;Frémécourt;001;Paris;20;95;11
95256;Frépillon;001;Paris;12;95;11
95257;La Frette-sur-Seine;001;Paris;12;95;11
95258;Frouville;001;Paris;20;95;11
95268;Garges-lès-Gonesse;001;Paris;12;95;11
95270;Genainville;001;Paris;20;95;11
95271;Génicourt;001;Paris;20;95;11
95277;Gonesse;001;Paris;12;95;11
95280;Goussainville;001;Paris;20;95;11
95287;Grisy-les-Plâtres;001;Paris;20;95;11
95288;Groslay;001;Paris;12;95;11
95295;Guiry-en-Vexin;001;Paris;20;95;11
95298;Haravilliers;001;Paris;20;95;11
95301;Haute-Isle;001;Paris;20;95;11
95303;Le Heaulme;001;Paris;20;95;11
95304;Hédouville;001;Paris;20;95;11
95306;Herblay-sur-Seine;001;Paris;12;95;11
95308;Hérouville-en-Vexin;001;Paris;20;95;11
95309;Hodent;001;Paris;20;95;11
95313;L'Isle-Adam;001;Paris;20;95;11
95316;Jagny-sous-Bois;001;Paris;20;95;11
95323;Jouy-le-Moutier;001;Paris;12;95;11
95328;Labbeville;001;Paris;20;95;11
95331;Lassy;001;Paris;20;95;11
95341;Livilliers;001;Paris;20;95;11
95348;Longuesse;001;Paris;20;95;11
95351;Louvres;001;Paris;20;95;11
95352;Luzarches;001;Paris;20;95;11
95353;Maffliers;001;Paris;20;95;11
95355;Magny-en-Vexin;001;Paris;20;95;11
95365;Mareil-en-France;001;Paris;20;95;11
95369;Margency;001;Paris;12;95;11
95370;Marines;001;Paris;20;95;11
95371;Marly-la-Ville;001;Paris;20;95;11
95379;Maudétour-en-Vexin;001;Paris;20;95;11
95387;Menouville;001;Paris;20;95;11
95388;Menucourt;001;Paris;12;95;11
95392;Mériel;001;Paris;20;95;11
95394;Méry-sur-Oise;001;Paris;12;95;11
95395;Le Mesnil-Aubry;001;Paris;20;95;11
95409;Moisselles;001;Paris;20;95;11
95422;Montgeroult;001;Paris;20;95;11
95424;Montigny-lès-Cormeilles;001;Paris;12;95;11
95426;Montlignon;001;Paris;12;95;11
95427;Montmagny;001;Paris;12;95;11
95428;Montmorency;001;Paris;12;95;11
95429;Montreuil-sur-Epte;001;Paris;20;95;11
95430;Montsoult;001;Paris;20;95;11
95436;Mours;001;Paris;20;95;11
95438;Moussy;001;Paris;20;95;11
95445;Nerville-la-Forêt;001;Paris;20;95;11
95446;Nesles-la-Vallée;001;Paris;20;95;11
95447;Neuilly-en-Vexin;001;Paris;20;95;11
95450;Neuville-sur-Oise;001;Paris;12;95;11
95452;Nointel;001;Paris;20;95;11
95456;Noisy-sur-Oise;001;Paris;20;95;11
95459;Nucourt;001;Paris;20;95;11
95462;Omerville;001;Paris;20;95;11
95476;Osny;001;Paris;12;95;11
95480;Parmain;001;Paris;20;95;11
95483;Le Perchay;001;Paris;20;95;11
95487;Persan;001;Paris;20;95;11
95488;Pierrelaye;001;Paris;12;95;11
95489;Piscop;001;Paris;12;95;11
95491;Le Plessis-Bouchard;001;Paris;12;95;11
95492;Le Plessis-Gassot;001;Paris;20;95;11
95493;Le Plessis-Luzarches;001;Paris;20;95;11
95500;Pontoise;001;Paris;12;95;11
95504;Presles;001;Paris;20;95;11
95509;Puiseux-en-France;001;Paris;20;95;11
95510;Puiseux-Pontoise;001;Paris;20;95;11
95523;La Roche-Guyon;001;Paris;20;95;11
95527;Roissy-en-France;001;Paris;20;95;11
95529;Ronquerolles;001;Paris;20;95;11
95535;Sagy;001;Paris;20;95;11
95539;Saint-Brice-sous-Forêt;001;Paris;12;95;11
95541;Saint-Clair-sur-Epte;001;Paris;20;95;11
95543;Saint-Cyr-en-Arthies;001;Paris;20;95;11
95554;Saint-Gervais;001;Paris;20;95;11
95555;Saint-Gratien;001;Paris;12;95;11
95563;Saint-Leu-la-Forêt;001;Paris;12;95;11
95566;Saint-Martin-du-Tertre;001;Paris;20;95;11
95572;Saint-Ouen-l'Aumône;001;Paris;12;95;11
95574;Saint-Prix;001;Paris;12;95;11
95580;Saint-Witz;001;Paris;20;95;11
95582;Sannois;001;Paris;12;95;11
95584;Santeuil;001;Paris;20;95;11
95585;Sarcelles;001;Paris;12;95;11
95592;Seraincourt;001;Paris;20;95;11
95594;Seugy;001;Paris;20;95;11
95598;Soisy-sous-Montmorency;001;Paris;12;95;11
95604;Survilliers;001;Paris;20;95;11
95607;Taverny;001;Paris;12;95;11
95610;Théméricourt;001;Paris;20;95;11
95611;Theuville;001;Paris;20;95;11
95612;Le Thillay;001;Paris;20;95;11
95625;Us;001;Paris;20;95;11
95627;Vallangoujard;001;Paris;20;95;11
95628;Valmondois;001;Paris;20;95;11
95633;Vaudherland;001;Paris;20;95;11
95637;Vauréal;001;Paris;12;95;11
95641;Vémars;001;Paris;20;95;11
95651;Vétheuil;001;Paris;20;95;11
95652;Viarmes;001;Paris;20;95;11
95656;Vienne-en-Arthies;001;Paris;20;95;11
95658;Vigny;001;Paris;20;95;11
95660;Villaines-sous-Bois;001;Paris;20;95;11
95675;Villeron;001;Paris;20;95;11
95676;Villers-en-Arthies;001;Paris;20;95;11
95678;Villiers-Adam;001;Paris;20;95;11
95680;Villiers-le-Bel;001;Paris;12;95;11
95682;Villiers-le-Sec;001;Paris;20;95;11
95690;Wy-dit-Joli-Village;001;Paris;20;95;11
97101;Les Abymes;9A1;Les Abymes;11;971;01
97102;Anse-Bertrand;9A1;Les Abymes;20;971;01
97103;Baie-Mahault;9A1;Les Abymes;12;971;01
97104;Baillif;9A2;Basse-Terre;20;971;01
97105;Basse-Terre;9A2;Basse-Terre;11;971;01
97106;Bouillante;9A3;Bouillante;11;971;01
97107;Capesterre-Belle-Eau;9A1;Les Abymes;20;971;01
97108;Capesterre-de-Marie-Galante;000;Commune hors attraction des villes;30;971;01
97109;Gourbeyre;9A2;Basse-Terre;20;971;01
97110;La Désirade;000;Commune hors attraction des villes;30;971;01
97111;Deshaies;9A1;Les Abymes;20;971;01
97112;Grand-Bourg;000;Commune hors attraction des villes;30;971;01
97113;Le Gosier;9A1;Les Abymes;20;971;01
97114;Goyave;9A1;Les Abymes;20;971;01
97115;Lamentin;9A1;Les Abymes;20;971;01
97116;Morne-à-l'Eau;9A1;Les Abymes;20;971;01
97117;Le Moule;9A1;Les Abymes;20;971;01
97118;Petit-Bourg;9A1;Les Abymes;20;971;01
97119;Petit-Canal;9A1;Les Abymes;20;971;01
97120;Pointe-à-Pitre;9A1;Les Abymes;12;971;01
97121;Pointe-Noire;9A1;Les Abymes;20;971;01
97122;Port-Louis;9A1;Les Abymes;20;971;01
97124;Saint-Claude;9A2;Basse-Terre;20;971;01
97125;Saint-François;9A1;Les Abymes;20;971;01
97126;Saint-Louis;000;Commune hors attraction des villes;30;971;01
97128;Sainte-Anne;9A1;Les Abymes;20;971;01
97129;Sainte-Rose;9A1;Les Abymes;20;971;01
97130;Terre-de-Bas;000;Commune hors attraction des villes;30;971;01
97131;Terre-de-Haut;000;Commune hors attraction des villes;30;971;01
97132;Trois-Rivières;9A2;Basse-Terre;20;971;01
97133;Vieux-Fort;9A2;Basse-Terre;20;971;01
97134;Vieux-Habitants;9A2;Basse-Terre;20;971;01
97201;L'Ajoupa-Bouillon;9B3;Basse-Pointe;12;972;02
97202;Les Anses-d'Arlet;9B1;Fort-de-France;20;972;02
97203;Basse-Pointe;9B3;Basse-Pointe;11;972;02
97204;Le Carbet;9B1;Fort-de-France;20;972;02
97205;Case-Pilote;9B1;Fort-de-France;20;972;02
97206;Le Diamant;9B1;Fort-de-France;20;972;02
97207;Ducos;9B1;Fort-de-France;20;972;02
97208;Fonds-Saint-Denis;9B1;Fort-de-France;20;972;02
97209;Fort-de-France;9B1;Fort-de-France;11;972;02
97210;Le François;9B1;Fort-de-France;20;972;02
97211;Grand'Rivière;9B3;Basse-Pointe;20;972;02
97212;Gros-Morne;9B1;Fort-de-France;20;972;02
97213;Le Lamentin;9B1;Fort-de-France;12;972;02
97214;Le Lorrain;9B2;Le Lorrain;11;972;02
97215;Macouba;9B3;Basse-Pointe;12;972;02
97216;Le Marigot;9B1;Fort-de-France;20;972;02
97217;Le Marin;9B1;Fort-de-France;20;972;02
97218;Le Morne-Rouge;9B1;Fort-de-France;20;972;02
97219;Le Prêcheur;000;Commune hors attraction des villes;30;972;02
97220;Rivière-Pilote;9B1;Fort-de-France;20;972;02
97221;Rivière-Salée;9B1;Fort-de-France;20;972;02
97222;Le Robert;9B1;Fort-de-France;20;972;02
97223;Saint-Esprit;9B1;Fort-de-France;20;972;02
97224;Saint-Joseph;9B1;Fort-de-France;20;972;02
97225;Saint-Pierre;9B1;Fort-de-France;20;972;02
97226;Sainte-Anne;9B1;Fort-de-France;20;972;02
97227;Sainte-Luce;9B1;Fort-de-France;20;972;02
97228;Sainte-Marie;9B1;Fort-de-France;20;972;02
97229;Schœlcher;9B1;Fort-de-France;12;972;02
97230;La Trinité;9B1;Fort-de-France;20;972;02
97231;Les Trois-Îlets;9B1;Fort-de-France;20;972;02
97232;Le Vauclin;9B1;Fort-de-France;20;972;02
97233;Le Morne-Vert;9B1;Fort-de-France;20;972;02
97234;Bellefontaine;9B1;Fort-de-France;20;972;02
97301;Régina;000;Commune hors attraction des villes;30;973;03
97302;Cayenne;9C1;Cayenne;11;973;03
97303;Iracoubo;000;Commune hors attraction des villes;30;973;03
97304;Kourou;9C3;Kourou;11;973;03
97305;Macouria;9C1;Cayenne;20;973;03
97306;Mana;000;Commune hors attraction des villes;30;973;03
97307;Matoury;9C1;Cayenne;20;973;03
97308;Saint-Georges;000;Commune hors attraction des villes;30;973;03
97309;Remire-Montjoly;9C1;Cayenne;20;973;03
97310;Roura;9C1;Cayenne;20;973;03
97311;Saint-Laurent-du-Maroni;9C2;Saint-Laurent-du-Maroni;11;973;03
97312;Sinnamary;9C3;Kourou;20;973;03
97313;Montsinéry-Tonnegrande;9C1;Cayenne;20;973;03
97314;Ouanary;000;Commune hors attraction des villes;30;973;03
97352;Saül;000;Commune hors attraction des villes;30;973;03
97353;Maripasoula;000;Commune hors attraction des villes;30;973;03
97356;Camopi;000;Commune hors attraction des villes;30;973;03
97357;Grand-Santi;000;Commune hors attraction des villes;30;973;03
97358;Saint-Élie;000;Commune hors attraction des villes;30;973;03
97360;Apatou;000;Commune hors attraction des villes;30;973;03
97361;Awala-Yalimapo;000;Commune hors attraction des villes;30;973;03
97362;Papaichton;000;Commune hors attraction des villes;30;973;03
97401;Les Avirons;9D4;Saint-Paul;12;974;04
97402;Bras-Panon;9D1;Saint-Denis;20;974;04
97403;Entre-Deux;9D2;Saint-Pierre - Le Tampon;20;974;04
97404;L'Étang-Salé;9D4;Saint-Paul;12;974;04
97405;Petite-Île;9D2;Saint-Pierre - Le Tampon;20;974;04
97406;La Plaine-des-Palmistes;9D6;Saint-Benoît;12;974;04
97407;Le Port;9D3;Le Port;11;974;04
97408;La Possession;9D1;Saint-Denis;20;974;04
97409;Saint-André;9D1;Saint-Denis;20;974;04
